,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
13547,S25769900023,05/20/2015,3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,POINT (-92.437224 41.009342),90.0,Wapello,1081700.0,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76036,Midnight Moon Apple Pie,6,750,11.5,17.25,1,17.25,0.75,0.2
13548,S28560000019,10/20/2015,4576,THE BOONEDOCKS,228 N HWY 71,ARNOLDS PARK,51331,POINT (-95.125928 43.370941),30.0,Dickinson,1081200.0,CREAM LIQUEURS,260,Diageo Americas,68031,Bailey's Original Irish Cream Minis,4,1000,25.25,37.88,2,75.76,2.0,0.53
13549,S11278600021,03/27/2013,4833,Crazy Mary's Licker,1804 135th AVE,MURRAY,50174,POINT (-93.946973 41.036567),20.0,Clarke,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,13.54,20.31,1,20.31,0.75,0.2
13550,S25772400016,05/21/2015,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,,77.0,Polk,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,25877,Sunny Brook Blend Whiskey,12,1000,4.46,6.69,12,80.28,12.0,3.17
13551,S18147700001,03/31/2014,4155,Fareway Stores #949 / Marion,3300 10TH AVE,MARION,52302,POINT (-91.576523 42.036023),57.0,Linn,1071100.0,AMERICAN COCKTAILS,55,Sazerac North America,57174,Chi-Chi's Skinny Margarita,6,1750,6.5,9.75,6,58.5,10.5,2.77
13552,S14641300052,09/18/2013,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81.0,Sac,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,3,15.03,2.25,0.59
13553,S27577900115,08/27/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77.0,Polk,1022100.0,TEQUILA,434,Luxco-St Louis,89182,El Mayor Reposado,6,750,13.5,20.25,2,40.5,1.5,0.4
13554,S10149100009,01/22/2013,4436,Kum & Go #216  Ames,203 WELCH AVE,AMES,50010,POINT (-93.650125 42.021236),85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.22,14.21,12,170.52,9.0,2.38
13555,S15346300024,10/24/2013,4410,Kum & Go #203 / Perry,1219 1ST ST,PERRY,50220,,8.0,Boone,1022100.0,TEQUILA,395,Proximo,89199,Jose Cuervo Especial Reposado Square,12,375,5.49,8.24,4,32.96,1.5,0.4
13556,S23100700016,12/20/2014,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40.0,Hamilton,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2,9.0,2.38
13557,S06861700012,07/31/2012,3849,Hartig Drug Co #6 / Dyersville,711  16TH AVE SE,DYERSVILLE,52040,POINT (-91.116087 42.470285),31.0,Dubuque,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.36,14.04,2,28.08,1.5,0.4
13558,S11163000031,03/19/2013,4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,POINT (-90.766126 41.509119),82.0,Scott,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,16.92,25.37,1,25.37,1.0,0.26
13559,S05573700003,05/16/2012,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57.0,Linn,1011100.0,BLENDED WHISKIES,297,Laird And Company,23626,Five Star Pet,12,750,3.35,5.02,12,60.24,9.0,2.38
13560,S14910200009,10/02/2013,3849,Hartig Drug Co #6 / Dyersville,711  16TH AVE SE,DYERSVILLE,52040,POINT (-91.116087 42.470285),31.0,Dubuque,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,8.66,12.99,2,25.98,1.5,0.4
13561,S06238700002,06/25/2012,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),7.0,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.58,11.37,12,136.44,21.0,5.55
13562,S27792500005,09/09/2015,4674,Kum & Go #227 / Ames,2108 ISSAC NEWTON DR,AMES,50010,POINT (-93.585891 42.009586),85.0,Story,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
13563,S18737900058,05/01/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77.0,Polk,1022100.0,TEQUILA,380,Phillips Beverage Company,89150,Cabrito Reposado,12,750,10.99,16.49,2,32.98,1.5,0.4
13564,S12085400074,05/07/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82.0,Scott,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11366,Crown Royal Special Reserve,12,750,24.5,36.74,5,183.7,3.75,0.99
13565,S21427500012,09/25/2014,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,POINT (-91.346676 41.668271),16.0,Cedar,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.92,8.88,6,53.28,4.5,1.19
13566,S20219400051,07/21/2014,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82.0,Scott,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.67,13.01,12,156.12,9.0,2.38
13567,S07643200095,09/10/2012,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),8.0,Boone,1041100.0,AMERICAN DRY GINS,65,Jim Beam Brands,30238,Gilbey's Gin London Dry,6,1750,10.23,15.35,6,92.1,10.5,2.77
13568,S26220100079,06/16/2015,4945,Osage Liquors,"508, MAIN ST",OSAGE,50461,POINT (-92.814028 43.284116),66.0,Mitchell,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41694,Uv Blue (raspberry) Vodka,12,1000,7.5,11.25,1,11.25,1.0,0.26
13569,S19868600145,07/01/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52.0,Johnson,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.0,6.0,1,6.0,0.75,0.2
13570,S05552400082,05/15/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77.0,Polk,1031080.0,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.87,10.3,6,61.8,10.5,2.77
13571,S07714200037,09/13/2012,4076,Sakar Liquor Store,1026 W RIVER DR #B,DAVENPORT,52802,POINT (-90.588375 41.520158),82.0,Scott,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43124,Bacardi Superior Rum,24,375,4.3,6.45,3,19.35,1.12,0.3
13572,S04686600032,03/22/2012,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,POINT (-93.581093 41.731416),77.0,Polk,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,65061,Goldschlager Cinnamon Schnapps Mini,10,600,15.04,22.56,1,22.56,0.6,0.16
13573,S21591700028,10/06/2014,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29.0,Des Moines,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.5,14.25,12,171.0,12.0,3.17
13574,S25858100016,05/27/2015,4011,Jim and Charlies Affiliated,121 NORTH CLINTON,ALBIA,52531,POINT (-92.808389 41.028644),68.0,Monroe,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11348,Seagrams V.o. Bl Canadian Whisky Pet,6,1750,16.0,24.0,6,144.0,10.5,2.77
13575,S14824700129,09/30/2013,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,7.0,Black Hawk,1031200.0,VODKA FLAVORED,394,Black Rock Spirits,35527,Bakon Vodka,6,750,14.99,22.49,2,44.98,1.5,0.4
13576,S27867000081,09/14/2015,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43.0,Harrison,1062310.0,SPICED RUM,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,5,54.6,5.0,1.32
13577,S09036000011,11/19/2012,3911,"Burg Spirits, Llc.",813 1/2 HIGHLAND ST,WILLIAMSBURG,52361,,48.0,Iowa,1062310.0,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,6,103.92,10.5,2.77
13578,S24538000002,03/16/2015,3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,POINT (-91.893016 42.468721),10.0,Buchanan,1022100.0,TEQUILA,260,Diageo Americas,87485,Don Julio Blanco Tequila,6,750,26.49,39.74,6,238.44,4.5,1.19
13579,S24498700014,03/12/2015,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,POINT (-93.244443 41.677932),50.0,Jasper,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,8.0,12.0,2,24.0,1.5,0.4
13580,S04106600038,02/15/2012,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,POINT (-92.899277 41.396961000000005),63.0,Marion,1031080.0,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.87,10.3,12,123.6,21.0,5.55
13581,S10481100100,02/07/2013,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57.0,Linn,1081380.0,MISCELLANEOUS SCHNAPPS,260,Diageo Americas,67296,Yukon Jack Perma Frost Schnapps,12,750,9.0,13.49,2,26.98,1.5,0.4
13582,S06754600024,07/24/2012,4001,Wal-Mart 1787 / Carroll,2014 KITTY HAWK AVE,CARROLL,51401,POINT (-94.893501 42.081312),14.0,Carroll,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.58,11.37,6,68.22,10.5,2.77
13583,S15833500013,11/20/2013,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97.0,Woodbury,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,1.56,2.34,48,112.32,9.6,2.54
13584,S11751100006,04/22/2013,4542,Casey's General Store #2994 / Lauren,520 W MAIN ST,LAURENS,50554,POINT (-94.855561 42.846771),76.0,Pocahontas,1062310.0,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88,9.0,2.38
13585,S25906700002,06/01/2015,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),7.0,Black Hawk,1011100.0,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.6,12,79.2,12.0,3.17
13586,S11071600004,03/13/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77.0,Polk,1031200.0,VODKA FLAVORED,259,Heaven Hill Brands,41299,Burnett's Cherry Vodka,12,750,4.17,6.58,12,78.96,9.0,2.38
13587,S27450900032,08/20/2015,4969,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,POINT (-93.396651 43.142775),17.0,Cerro Gordo,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,18.49,27.74,12,332.88,12.0,3.17
13588,S20322800014,07/28/2014,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77.0,Polk,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40594,New Amsterdam Peach,12,750,6.9,10.35,12,124.2,9.0,2.38
13589,S25522200028,05/07/2015,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17.0,Cerro Gordo,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11347,Seagrams V.o. Bl Canadian Whisky,12,1000,9.75,14.63,2,29.26,2.0,0.53
13590,S16891200005,01/16/2014,4141,Fareway Stores #975 / SE 22nd / DSM,3000 SE 22ND ST,DES MOINES,50320,POINT (-93.57748 41.556274),77.0,Polk,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.85,14.78,12,177.36,9.0,2.38
13591,S12777600063,06/13/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57.0,Linn,1071100.0,AMERICAN COCKTAILS,395,Proximo,58873,Jose Cuervo Authentic Watermelon Margarita,6,1750,8.2,12.3,6,73.8,10.5,2.77
13592,S05287800077,04/30/2012,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),7.0,Black Hawk,1062310.0,SPICED RUM,395,Proximo,46504,Kraken Black Spiced Rum,12,750,10.0,14.99,3,44.97,2.25,0.59
13593,S14755800003,09/24/2013,4542,Casey's General Store #2994 / Lauren,520 W MAIN ST,LAURENS,50554,POINT (-94.855561 42.846771),76.0,Pocahontas,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.53,11.3,12,135.6,9.0,2.38
13594,S07501100021,09/04/2012,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,POINT (-92.795137 42.753203),12.0,Butler,1012100.0,CANADIAN WHISKIES,55,Sazerac North America,12406,Canadian Ltd Whisky,12,750,3.75,5.87,6,35.22,4.5,1.19
13595,S09310000014,12/05/2012,4166,Jesup Food Center,1314  7TH ST,JESUP,50648,POINT (-92.062259 42.469327),10.0,Buchanan,1071100.0,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.2,12.3,6,73.8,10.5,2.77
13596,S14279100010,09/03/2013,3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT (-95.909384 41.242291),78.0,Pottawattamie,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45277,Paramount White Rum,12,1000,4.59,6.89,12,82.68,12.0,3.17
13597,S05402200086,05/07/2012,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97.0,Woodbury,1022100.0,TEQUILA,395,Proximo,89482,El Zarco Gold,12,750,7.67,11.5,2,23.0,1.5,0.4
13598,S23677600080,01/26/2015,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.0,3.17
13599,S06663000009,07/19/2012,4371,Kum & Go #50 / West Des Moines,745 S 51ST ST,WEST DES MOINES,50265,POINT (-93.77275 41.55871),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.44,14.16,12,169.92,9.0,2.38
13600,S25040900043,04/14/2015,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77.0,Polk,1101100.0,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,9.0,13.5,12,162.0,9.0,2.38
13601,S04978200022,04/10/2012,3816,Swils,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69.0,Montgomery,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
13602,S07974800011,09/27/2012,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82.0,Scott,1101100.0,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,8.25,12.38,12,148.56,9.0,2.38
13603,S13245300173,07/09/2013,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,,30.0,Dickinson,1081370.0,WATERMELON SCHNAPPS,65,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.3,9.45,48,453.6,36.0,9.51
13604,S23183500046,12/26/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77.0,Polk,1031080.0,VODKA 80 PROOF,306,Mississippi River Distilling Co.,37642,River Pilot Vodka,6,750,12.81,19.22,1,19.22,0.75,0.2
13605,S21327600013,09/22/2014,4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,POINT (-91.837922 41.465008),90.0,Wapello,1701100.0,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",4029,Grey Goose Night Vision,6,1000,22.0,33.0,2,66.0,2.0,0.53
13606,S19103200035,05/21/2014,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,12,217.44,12.0,3.17
13607,S18571700094,04/23/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31.0,Dubuque,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42712,Malibu Coconut Rum Mini,12,500,4.95,7.43,3,22.29,1.5,0.4
13608,S27375400170,08/18/2015,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31.0,Dubuque,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,24453,Kessler Blend Whiskey,48,200,1.83,2.75,6,16.5,1.2,0.32
13609,S19666400053,06/23/2014,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.680734 42.034748),57.0,Linn,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26,10.5,2.77
13610,S15268200050,10/22/2013,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30.0,Dickinson,1081200.0,CREAM LIQUEURS,260,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,13.0,19.49,3,58.47,2.25,0.59
13611,S24487200007,03/11/2015,5050,Fareway Stores #147 / Carlisle,"1115, BLUESTEM DR",CARLISLE,50047,POINT (-93.499634 41.49794500000001),91.0,Warren,1031080.0,VODKA 80 PROOF,301,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,18.52,27.78,6,166.68,10.5,2.77
13612,S24538900024,03/16/2015,5070,Jeff's Market / Wilton,"101, E 4TH ST",WILTON,52778,POINT (-91.016579 41.58873),70.0,Muscatine,1062310.0,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5,4,30.0,1.5,0.4
13613,S20119300013,07/16/2014,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.72051800000001 42.511352),31.0,Dubuque,1031200.0,VODKA FLAVORED,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.65,14.47,1,14.47,0.75,0.2
13614,S09530200014,12/17/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1011100.0,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.29,6.44,12,77.28,12.0,3.17
13615,S17045900011,01/27/2014,3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,POINT (-91.893016 42.468721),10.0,Buchanan,1062310.0,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.62,12,211.44,12.0,3.17
13616,S23289400002,01/05/2015,3710,New York Dollar Store,219 MAIN ST,COLUMBUS JUNCTION,52738,POINT (-91.360496 41.279559),58.0,Louisa,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,3.07,4.61,24,110.64,9.0,2.38
13617,S22390000096,11/17/2014,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52.0,Johnson,1081200.0,CREAM LIQUEURS,305,MHW Ltd,80489,Tippy Cow Vanilla Soft Serve Mini,12,500,7.42,11.13,12,133.56,6.0,1.59
13618,S07010400033,08/09/2012,4666,Super Stop II / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,POINT (-93.494642 41.65854),77.0,Polk,1011100.0,BLENDED WHISKIES,86,Broadbent Distillery,27323,Two Jay's Country Style Blended Why.,12,750,17.5,26.25,2,52.5,1.5,0.4
13619,S14035300022,08/22/2013,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,POINT (-91.346676 41.668271),16.0,Cedar,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.79,25.19,5,125.95,3.75,0.99
13620,S18781700024,05/05/2014,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57.0,Linn,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11346,Seagrams V.o. Bl Canadian Whisky,12,750,7.5,11.25,12,135.0,9.0,2.38
13621,S17526500010,02/24/2014,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,7.0,Black Hawk,1032080.0,IMPORTED VODKA,85,Brown-Forman Corporation,34326,Finlandia Imp Vodka 80prf,12,750,8.57,12.86,12,154.32,9.0,2.38
13622,S23684600096,01/27/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64.0,Marshall,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.0,6.0,12,72.0,9.0,2.38
13623,S24685600023,03/24/2015,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21.0,Clay,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.0,2.38
13624,S27840300051,09/10/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,72,1360.08,72.0,19.02
13625,S04079100105,02/14/2012,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82.0,Scott,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,8.33,12.49,12,149.88,9.0,2.38
13626,S21246900029,09/16/2014,2592,Hy-Vee Drugstore / Marshalltown,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64.0,Marshall,1012200.0,SCOTCH WHISKIES,55,Sazerac North America,8826,Lauder's Scotch,12,750,5.13,7.7,2,15.4,1.5,0.4
13627,S21319200003,09/23/2014,3477,Sam's Club 6472 / Council Bluffs,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847163 41.225208),78.0,Pottawattamie,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45277,Paramount White Rum,12,1000,4.34,6.51,12,78.12,12.0,3.17
13628,S09109700011,11/26/2012,3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75.0,Plymouth,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,15246,Windsor Canadian,12,750,4.2,6.3,2,12.6,1.5,0.4
13629,S19680200028,06/23/2014,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,POINT (-91.06411300000002 41.408437),70.0,Muscatine,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02,10.5,2.77
13630,S14307200082,09/04/2013,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52.0,Johnson,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.6,11.4,12,136.8,21.0,5.55
13631,S08528100080,10/23/2012,3697,Oky Doky #2 / Dubuque,51 W 32ND ST PO BOX 300,DUBUQUE,52004,POINT (-90.683356 42.52717),31.0,Dubuque,1032200.0,IMPORTED VODKA - MISC,395,Proximo,34995,Three Olives Grape Vodka,12,750,10.16,15.74,1,15.74,0.75,0.2
13632,S23825400016,02/03/2015,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,POINT (-92.475403 42.712263),9.0,Bremer,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2,9.0,2.38
13633,S06743900094,07/24/2012,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30.0,Dickinson,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37346,Phillips Vodka,12,750,3.48,5.23,24,125.52,18.0,4.76
13634,S20125300013,07/16/2014,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97.0,Woodbury,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.92,18,268.56,31.5,8.32
