,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
13635,S13402000034,07/17/2013,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33.0,Fayette,1032080.0,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,7.97,11.95,3,35.85,2.25,0.59
13636,S28922400012,11/09/2015,3525,Wines and Spirits,106 W 2ND ST,WASHINGTON,52353,POINT (-91.692214 41.300399),92.0,Washington,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28868,Tanqueray Gin,6,1750,24.99,37.49,6,224.94,10.5,2.77
13637,S28182000024,09/30/2015,2667,Hy-Vee Mainstreet,2611 PIERCE ST,SIOUX CITY,51104,POINT (-96.405172 42.517657),97.0,Woodbury,1071100.0,AMERICAN COCKTAILS,395,Proximo,59154,1800 Ultimate Margarita,6,1750,9.5,14.25,3,42.75,5.25,1.39
13638,S09919200018,01/08/2013,3563,Wal-Mart 0559 / Muscatine,3003 NORTH HWY 61,MUSCATINE,52761,POINT (-91.025913 41.45529),70.0,Muscatine,1081365.0,TROPICAL FRUIT SCHNAPPS,421,"Sazerac Co., Inc.",83906,Maui Blue Hawaiian Schnapps,12,750,3.67,5.5,12,66.0,9.0,2.38
13639,S28655600055,10/27/2015,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,2.07,3.11,5,15.55,1.88,0.5
13640,S06604100095,07/16/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77.0,Polk,1012200.0,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,6.65,9.97,2,19.94,1.5,0.4
13641,S13467200128,07/22/2013,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57.0,Linn,1022100.0,TEQUILA,65,Jim Beam Brands,89836,Hornitos Gold,12,750,13.11,19.67,2,39.34,1.5,0.4
13642,S05629500018,05/21/2012,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),7.0,Black Hawk,1012200.0,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,10.68,16.26,6,97.56,10.5,2.77
13643,S28556800010,10/20/2015,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,POINT (-94.66731100000001 42.732607),76.0,Pocahontas,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8,9.0,2.38
13644,S28108600038,09/24/2015,5093,Cody Mart,1220 N CODY RD,LE CLAIRE,52753,POINT (-90.34429 41.611036),82.0,Scott,1031200.0,VODKA FLAVORED,259,Heaven Hill Brands,40052,Deep Eddy Lemon Mini,6,600,4.84,7.26,1,7.26,0.6,0.16
13645,S16242200025,12/12/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52.0,Johnson,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34366,Fris Danish Vodka,12,750,5.74,8.61,12,103.32,9.0,2.38
13646,S12027300054,05/06/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,POINT (-93.613648 42.001123),85.0,Story,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11.0,16.5,24,396.0,24.0,6.34
13647,S13468800011,07/22/2013,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,POINT (-91.892924 42.450709),10.0,Buchanan,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.97,14.96,12,179.52,9.0,2.38
13648,S25781700009,05/21/2015,4959,Bani's,2128 COLLEGE ST,CEDAR FALLS,50613,POINT (-92.455801 42.518018000000005),7.0,Black Hawk,1081370.0,WATERMELON SCHNAPPS,65,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.3,9.45,12,113.4,9.0,2.38
13649,S03691900045,01/23/2012,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97.0,Woodbury,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,3.34,5.0,12,60.0,4.5,1.19
13650,S21450100162,09/29/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1081400.0,TRIPLE SEC,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.22,3.33,12,39.96,12.0,3.17
13651,S05017800034,04/12/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85.0,Story,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,12.0,17.99,3,53.97,2.25,0.59
13652,S25044100018,04/13/2015,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82.0,Scott,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.7,48,129.6,18.0,4.76
13653,S13834200016,08/12/2013,4317,Fareway Stores #941 / Greenfield,212 SW KENT,GREENFIELD,50849,POINT (-94.462719 41.303167),1.0,Adair,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82846,Dekuyper Luscious Peachtree Schnapps,12,750,6.3,9.45,3,28.35,2.25,0.59
13654,S16137900014,12/06/2013,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,,77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47786,Courvoisier Vs Cognac,12,750,15.75,23.63,2,47.26,1.5,0.4
13655,S11031900049,03/11/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22157,Wild Turkey 101,12,1000,15.5,23.24,12,278.88,12.0,3.17
13656,S25022000016,04/13/2015,4673,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,POINT (-91.452491 40.717867),56.0,Lee,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.05,6.08,6,36.48,6.0,1.59
13657,S29131700130,11/18/2015,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90.0,Wapello,1071100.0,AMERICAN COCKTAILS,395,Proximo,58876,Jose Cuervo Golden Margarita,12,750,6.42,9.63,2,19.26,1.5,0.4
13658,S17561000066,02/24/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77.0,Polk,1041100.0,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,7.11,10.67,6,64.02,10.5,2.77
13659,S23115400011,12/22/2014,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,POINT (-92.631487 41.296286),10.0,Buchanan,1051010.0,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,5.92,8.88,12,106.56,9.0,2.38
13660,S06385200094,07/03/2012,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30.0,Dickinson,1012210.0,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,21.17,31.75,2,63.5,1.5,0.4
13661,S19263800149,06/02/2014,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57.0,Linn,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA         .,64776,Cointreau Liqueur,12,750,19.99,29.99,48,1439.52,36.0,9.51
13662,S11164300116,03/19/2013,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23.0,Clinton,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.15,22.72,36,817.92,36.0,9.51
13663,S25548600032,05/11/2015,5018,Super Saver Liquor LLC,1610 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.599327 41.520231),82.0,Scott,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.9,10.35,12,124.2,9.0,2.38
13664,S05075900050,04/17/2012,4675,Kum & Go #113 / Ames,2801 E 13TH ST,AMES,50010,POINT (-93.575702 42.034562),85.0,Story,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.2,2,22.4,1.0,0.26
13665,S08967700006,11/15/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85.0,Story,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86887,Southern Comfort,12,1000,11.82,17.74,12,212.88,12.0,3.17
13666,S14934200017,10/03/2013,4190,Fareway Stores #888 / Jefferson,1207 N ELM ST,JEFFERSON,50129,POINT (-94.377667 42.026833),37.0,Greene,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21.0,5.55
13667,S21995700058,10/27/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,POINT (-91.158407 40.813125),29.0,Des Moines,1071100.0,AMERICAN COCKTAILS,55,Sazerac North America,57144,Chi-Chi's White Russian,6,1750,6.0,9.25,6,55.5,10.5,2.77
13668,S06266900029,06/26/2012,3849,Hartig Drug Co #6 / Dyersville,711  16TH AVE SE,DYERSVILLE,52040,POINT (-91.116087 42.470285),31.0,Dubuque,1062310.0,SPICED RUM,259,Heaven Hill Brands,43022,Admiral Nelson Spiced Rum Mini,12,500,3.78,5.66,1,5.66,0.5,0.13
13669,S06032600080,06/12/2012,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,,91.0,Warren,1031200.0,VODKA FLAVORED,461,Campari(skyy),40821,Skyy Infusions Pineapple,12,750,10.01,15.01,6,90.06,4.5,1.19
13670,S26597300009,07/07/2015,4890,Casey's General Store #3210 / Urband,4400 128TH ST,URBANDALE,50323,,77.0,Polk,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13,24,171.12,9.0,2.38
13671,S21621400071,10/07/2014,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74.0,Palo Alto,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,1750,11.83,17.75,1,17.75,1.75,0.46
13672,S04971700032,04/10/2012,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78.0,Pottawattamie,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,3.7,5.55,12,66.6,9.0,2.38
13673,S06269500093,06/26/2012,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31.0,Dubuque,1031200.0,VODKA FLAVORED,260,Diageo Americas,40946,Smirnoff Watermelon Vodka,12,750,7.59,11.56,1,11.56,0.75,0.2
13674,S11538200004,04/09/2013,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33.0,Fayette,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,6,131.94,10.5,2.77
13675,S21964100006,10/23/2014,4013,Wal-Mart 0841 / Tipton,1126 HIGHWAY 38 NORTH,TIPTON,52772,POINT (-91.03069 41.438006),16.0,Cedar,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13,6,132.78,10.5,2.77
13676,S12422100025,05/28/2013,2652,Hy-Vee DrugStore / Mason City,875  4TH ST SW,MASON CITY,50401,POINT (-93.213856 43.148257),17.0,Cerro Gordo,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,14.66,21.99,6,131.94,10.5,2.77
13677,S22568200046,11/22/2014,3912,Smokin' Joe's #14 Tobacco and Liquor,225 EDGEWOOD RD,CEDAR RAPIDS,52405,,57.0,Linn,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,3.67,5.51,1,5.51,0.75,0.2
13678,S16500900109,12/26/2013,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52.0,Johnson,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,8.25,12.37,24,296.88,18.0,4.76
13679,S20658500038,08/14/2014,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23.0,Clinton,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21.0,5.55
13680,S09242400024,12/03/2012,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,POINT (-93.188172 42.986351000000006),17.0,Cerro Gordo,1081355.0,STRAWBERRY SCHNAPPS,434,Luxco-St Louis,84496,Paramount Strawberry Schnapps,12,750,4.08,6.13,2,12.26,1.5,0.4
13681,S13530600005,07/24/2013,4710,Walgreens #09708 / Dubuque,55 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.71557 42.493304),31.0,Dubuque,1032080.0,IMPORTED VODKA,65,Jim Beam Brands,34579,Pinnacle Vodka,12,750,7.01,10.51,6,63.06,4.5,1.19
13682,S16308000031,12/17/2013,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,POINT (-94.372786 41.047714),88.0,Union,1081200.0,CREAM LIQUEURS,300,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,9.33,13.99,12,167.88,9.0,2.38
13683,S16172900064,12/09/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1032200.0,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,15.0,22.49,24,539.76,24.0,6.34
13684,S08837900109,11/08/2012,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82.0,Scott,1031200.0,VODKA FLAVORED,300,Mccormick Distilling Company,41940,360 Madagascar Vanilla Vodka,12,750,9.33,13.99,4,55.96,3.0,0.79
13685,S16728300005,01/08/2014,4027,Wal-Mart 1621 / Centerville,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),4.0,Appanoose,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,11.03,16.55,48,794.4,36.0,9.51
13686,S08633500024,10/29/2012,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85.0,Story,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,7.08,10.62,6,63.72,10.5,2.77
13687,S03560400070,01/12/2012,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57.0,Linn,1031200.0,VODKA FLAVORED,260,Diageo Americas,40956,Smirnoff Strawberry Vodka,12,750,7.59,11.56,2,23.12,1.5,0.4
13688,S16638300064,01/06/2014,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,260,Diageo Americas,17086,Bulleit Bourbon,12,750,16.0,24.0,2,48.0,1.5,0.4
13689,S28189800006,09/30/2015,4027,Wal-Mart 1621 / Centerville,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),4.0,Appanoose,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,7.0,10.5,12,126.0,9.0,2.38
13690,S15379300015,10/28/2013,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,POINT (-95.339881 41.650658),83.0,Shelby,1062310.0,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.62,96,1691.52,96.0,25.36
13691,S07586200026,09/06/2012,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),6.0,Benton,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.3,4.96,3,14.88,2.25,0.59
13692,S12137500031,05/09/2013,3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,POINT (-93.795512 41.558107),77.0,Polk,1031200.0,VODKA FLAVORED,260,Diageo Americas,40965,Smirnoff Whipped Cream,12,750,8.25,12.37,12,148.44,9.0,2.38
13693,S28417400017,10/13/2015,5068,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71,ARNOLDS PARK,51331,POINT (-95.14027400000002 43.361577),30.0,Dickinson,1062310.0,SPICED RUM,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,2,8.22,0.75,0.2
13694,S20622000027,08/12/2014,4609,Kum & Go #579 / Ankeny,165 SW MAGAZINE RD,ANKENY,50023,POINT (-93.602007 41.717286),77.0,Polk,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.0,40.5,3,121.5,2.25,0.59
13695,S05550600052,05/15/2012,2962,Dahl's / Johnston,5440 NW 86TH ST,JOHNSTON,50131,POINT (-93.736517 41.659057),77.0,Polk,1062100.0,JAMAICA RUM,461,Campari(skyy),42006,Appleton Signature Blend,12,750,8.96,13.45,4,53.8,3.0,0.79
13696,S26595000118,07/06/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64573,Ciroc Pineapple,12,750,19.0,28.5,24,684.0,18.0,4.76
13697,S26073800007,06/08/2015,4991,Fasttrak,24687 HWY 13 N,ELKADER,52043,POINT (-91.387499 42.864239),22.0,Clayton,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,8.32,12.48,24,299.52,18.0,4.76
13698,S24462100023,03/11/2015,4597,Quik Trip #523 / Army Post DM,850 ARMY POST RD,DES MOINES,50315,POINT (-93.62509300000002 41.526428),77.0,Polk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,42002,Uv Cake Vodka,6,500,4.89,7.34,3,22.02,1.5,0.4
13699,S27067100121,07/30/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77.0,Polk,1022100.0,TEQUILA,410,The Patron Spirits Company,89646,Patron Anejo,12,750,31.0,46.5,12,558.0,9.0,2.38
13700,S12590100045,06/04/2013,3808,Thriftway,300  4TH ST,LA PORTE CITY,50651,POINT (-92.190813 42.316243),7.0,Black Hawk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,305,MHW Ltd,77568,Travis Hasse's Cherry Pie Liqueur,12,750,7.94,11.91,1,11.91,0.75,0.2
13701,S23840300060,02/03/2015,5097,Fareway Stores #151 / Cedar Rapids,3717 1st AVE SE,CEDAR RAPIDS,52402,POINT (-91.634507 42.016901),57.0,Linn,1031080.0,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,1750,6.92,10.38,12,124.56,21.0,5.55
13702,S24180300101,02/23/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77.0,Polk,1022100.0,TEQUILA,410,The Patron Spirits Company,88291,Patron Tequila Silver Mini,10,300,20.3,30.45,1,30.45,0.3,0.08
13703,S09728900034,12/27/2012,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57.0,Linn,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,10.24,15.35,12,184.2,12.0,3.17
13704,S19520200040,06/12/2014,4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,POINT (-93.625682 41.557862),77.0,Polk,1031100.0,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.59,3,16.77,1.5,0.4
13705,S23285500025,01/05/2015,3403,Econ-o-mart / Columbus Junction,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,POINT (-91.358467 41.280183),58.0,Louisa,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73052,Rumchata,12,375,7.42,11.13,4,44.52,1.5,0.4
13706,S23359400101,01/08/2015,2652,Hy-Vee DrugStore / Mason City,875  4TH ST SW,MASON CITY,50401,POINT (-93.213856 43.148257),17.0,Cerro Gordo,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,55,Sazerac North America,64601,Caravella Limoncello,6,750,11.25,16.88,2,33.76,1.5,0.4
13707,S20979300068,09/02/2014,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73.0,Page,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86668,Jack Daniel's Tennessee Honey Mini,12,500,9.06,13.59,2,27.18,1.0,0.26
13708,S04678800110,03/21/2012,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67.0,Monona,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.5,9.74,1,9.74,0.75,0.2
13709,S25158600087,04/20/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,7.0,Black Hawk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.25,9.5,2,19.0,1.5,0.4
13710,S10969000026,03/06/2013,4027,Wal-Mart 1621 / Centerville,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),4.0,Appanoose,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,10008,Scoresby Rare Scotch,6,1750,10.22,15.33,12,183.96,21.0,5.55
13711,S16559000024,12/28/2013,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86.0,Tama,1031200.0,VODKA FLAVORED,260,Diageo Americas,40956,Smirnoff Strawberry Vodka,12,750,8.25,12.37,12,148.44,9.0,2.38
13712,S21167000023,09/10/2014,4157,Fareway Stores #993 / North Liberty,615 WESTWOOD DR   P.O Box 96,NORTH LIBERTY,52317,POINT (-91.608385 41.741097),52.0,Johnson,1042100.0,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28236,Bombay Sapphire Gin,12,750,13.64,20.46,2,40.92,1.5,0.4
13713,S25028600111,04/13/2015,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,POINT (-94.990031 41.403856),15.0,Cass,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,7.08,10.62,6,63.72,10.5,2.77
13714,S15332800025,10/24/2013,2953,Dahl's / E. Euclid,1320 E. EUCLID,DES MOINES,50316,POINT (-93.602851 41.627778),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,8.92,13.38,6,80.28,10.5,2.77
13715,S17159400006,02/03/2014,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,POINT (-92.37662400000002 42.471767),7.0,Black Hawk,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,12,60.84,9.0,2.38
13716,S23174200002,12/26/2014,3910,Riverside Casino And Resort,3184 HIGHWAY 22,RIVERSIDE,52327,POINT (-91.531499 41.496387000000006),92.0,Washington,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,15.0,22.5,24,540.0,18.0,4.76
13717,S16797300006,01/13/2014,4972,Quillins Quality Foods Monona,808 S MAIN ST,MONONA,52159,POINT (-91.389805 43.044875),22.0,Clayton,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02,10.5,2.77
13718,S18322800186,04/09/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52.0,Johnson,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,1,9.78,0.38,0.1
13719,S27963200073,09/17/2015,2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,POINT (-92.335358 42.497854),7.0,Black Hawk,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42687,Malibu Black,12,750,7.99,11.99,2,23.98,1.5,0.4
13720,S21440300009,09/25/2014,4881,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,POINT (-94.678374 41.865913),14.0,Carroll,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45277,Paramount White Rum,12,1000,4.34,6.51,12,78.12,12.0,3.17
13721,S06901900071,08/01/2012,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,,63.0,Marion,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,6.6,9.9,2,19.8,0.6,0.16
13722,S12461100104,05/29/2013,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23.0,Clinton,1062310.0,SPICED RUM,370,Pernod Ricard USA/Austin Nichols,43508,Malibu Island Spiced Mini,12,500,3.3,4.95,1,4.95,0.5,0.13
