County,Income,Families,Families ME,Year
Winneshiek,"$30,000 to $34,999",240,75,2011-2015
Winneshiek,"$35,000 to $39,999",216,59,2011-2015
Winneshiek,"$40,000 to $44,999",264,71,2011-2015
Winneshiek,"$45,000 to $49,999",269,72,2011-2015
Winneshiek,"$50,000 to $59,999",627,96,2011-2015
Winneshiek,"$60,000 to $74,999",784,105,2011-2015
Winneshiek,"$75,000 to $99,999","1,080",174,2011-2015
Winneshiek,"$100,000 to $124,999",533,103,2011-2015
Winneshiek,"$125,000 to $149,999",195,63,2011-2015
Winneshiek,"$150,000 to $199,999",340,90,2011-2015
Winneshiek,"$200,000 or more",148,51,2011-2015
Woodbury,"Less than $10,000",966,199,2011-2015
Woodbury,"$10,000 to $14,999",829,145,2011-2015
Woodbury,"$15,000 to $19,999",958,219,2011-2015
Woodbury,"$20,000 to $24,999","1,209",224,2011-2015
Woodbury,"$25,000 to $29,999","1,543",242,2011-2015
Woodbury,"$30,000 to $34,999","1,349",259,2011-2015
Woodbury,"$35,000 to $39,999","1,281",290,2011-2015
Woodbury,"$40,000 to $44,999","1,412",267,2011-2015
Woodbury,"$45,000 to $49,999","1,128",218,2011-2015
Woodbury,"$50,000 to $59,999","2,562",307,2011-2015
Woodbury,"$60,000 to $74,999","3,362",326,2011-2015
Woodbury,"$75,000 to $99,999","3,989",339,2011-2015
Woodbury,"$100,000 to $124,999","2,396",278,2011-2015
Woodbury,"$125,000 to $149,999","1,009",199,2011-2015
Woodbury,"$150,000 to $199,999",942,165,2011-2015
Woodbury,"$200,000 or more",598,128,2011-2015
Worth,"Less than $10,000",134,57,2011-2015
Worth,"$10,000 to $14,999",40,26,2011-2015
Worth,"$15,000 to $19,999",68,34,2011-2015
Worth,"$20,000 to $24,999",38,22,2011-2015
Worth,"$25,000 to $29,999",115,40,2011-2015
Worth,"$30,000 to $34,999",101,30,2011-2015
Worth,"$35,000 to $39,999",67,25,2011-2015
Worth,"$40,000 to $44,999",118,47,2011-2015
Worth,"$45,000 to $49,999",102,36,2011-2015
Worth,"$50,000 to $59,999",252,60,2011-2015
Worth,"$60,000 to $74,999",350,69,2011-2015
Worth,"$75,000 to $99,999",348,65,2011-2015
Worth,"$100,000 to $124,999",214,49,2011-2015
Worth,"$125,000 to $149,999",72,28,2011-2015
Worth,"$150,000 to $199,999",77,31,2011-2015
Worth,"$200,000 or more",57,29,2011-2015
Wright,"Less than $10,000",102,43,2011-2015
Wright,"$10,000 to $14,999",55,27,2011-2015
Wright,"$15,000 to $19,999",107,39,2011-2015
Wright,"$20,000 to $24,999",182,67,2011-2015
Wright,"$25,000 to $29,999",181,62,2011-2015
Wright,"$30,000 to $34,999",298,86,2011-2015
Wright,"$35,000 to $39,999",200,63,2011-2015
Wright,"$40,000 to $44,999",139,52,2011-2015
Wright,"$45,000 to $49,999",148,52,2011-2015
Wright,"$50,000 to $59,999",311,62,2011-2015
Wright,"$60,000 to $74,999",388,82,2011-2015
Wright,"$75,000 to $99,999",504,83,2011-2015
Wright,"$100,000 to $124,999",329,76,2011-2015
Wright,"$125,000 to $149,999",198,67,2011-2015
Wright,"$150,000 to $199,999",136,52,2011-2015
Wright,"$200,000 or more",112,44,2011-2015
