County,Income,Families,Families ME,Year
Worth,"Less than $10,000",45,24,2016-2020
Worth,"$10,000 to $14,999",12,13,2016-2020
Worth,"$15,000 to $19,999",16,17,2016-2020
Worth,"$20,000 to $24,999",47,21,2016-2020
Worth,"$25,000 to $29,999",52,22,2016-2020
Worth,"$30,000 to $34,999",102,38,2016-2020
Worth,"$35,000 to $39,999",104,44,2016-2020
Worth,"$40,000 to $44,999",125,43,2016-2020
Worth,"$45,000 to $49,999",59,28,2016-2020
Worth,"$50,000 to $59,999",198,57,2016-2020
Worth,"$60,000 to $74,999",254,68,2016-2020
Worth,"$75,000 to $99,999",432,85,2016-2020
Worth,"$100,000 to $124,999",251,62,2016-2020
Worth,"$125,000 to $149,999",162,48,2016-2020
Worth,"$150,000 to $199,999",131,50,2016-2020
Worth,"$200,000 or more",110,41,2016-2020
Wright,"Less than $10,000",109,60,2016-2020
Wright,"$10,000 to $14,999",49,33,2016-2020
Wright,"$15,000 to $19,999",92,53,2016-2020
Wright,"$20,000 to $24,999",98,47,2016-2020
Wright,"$25,000 to $29,999",185,78,2016-2020
Wright,"$30,000 to $34,999",201,74,2016-2020
Wright,"$35,000 to $39,999",225,78,2016-2020
Wright,"$40,000 to $44,999",167,68,2016-2020
Wright,"$45,000 to $49,999",141,74,2016-2020
Wright,"$50,000 to $59,999",303,85,2016-2020
Wright,"$60,000 to $74,999",534,116,2016-2020
Wright,"$75,000 to $99,999",529,125,2016-2020
Wright,"$100,000 to $124,999",335,81,2016-2020
Wright,"$125,000 to $149,999",217,82,2016-2020
Wright,"$150,000 to $199,999",146,66,2016-2020
Wright,"$200,000 or more",92,41,2016-2020
Adair,"Less than $10,000",51,25,2011-2015
Adair,"$10,000 to $14,999",45,23,2011-2015
Adair,"$15,000 to $19,999",98,31,2011-2015
Adair,"$20,000 to $24,999",78,32,2011-2015
Adair,"$25,000 to $29,999",79,35,2011-2015
Adair,"$30,000 to $34,999",55,24,2011-2015
Adair,"$35,000 to $39,999",133,48,2011-2015
Adair,"$40,000 to $44,999",117,42,2011-2015
Adair,"$45,000 to $49,999",134,36,2011-2015
Adair,"$50,000 to $59,999",288,62,2011-2015
Adair,"$60,000 to $74,999",282,61,2011-2015
Adair,"$75,000 to $99,999",360,62,2011-2015
Adair,"$100,000 to $124,999",115,33,2011-2015
Adair,"$125,000 to $149,999",107,40,2011-2015
Adair,"$150,000 to $199,999",32,18,2011-2015
Adair,"$200,000 or more",76,27,2011-2015
Adams,"Less than $10,000",31,21,2011-2015
Adams,"$10,000 to $14,999",33,19,2011-2015
Adams,"$15,000 to $19,999",31,21,2011-2015
Adams,"$20,000 to $24,999",31,14,2011-2015
Adams,"$25,000 to $29,999",38,17,2011-2015
Adams,"$30,000 to $34,999",29,13,2011-2015
Adams,"$35,000 to $39,999",68,29,2011-2015
Adams,"$40,000 to $44,999",112,45,2011-2015
Adams,"$45,000 to $49,999",57,23,2011-2015
Adams,"$50,000 to $59,999",185,43,2011-2015
Adams,"$60,000 to $74,999",187,36,2011-2015
Adams,"$75,000 to $99,999",192,40,2011-2015
Adams,"$100,000 to $124,999",57,18,2011-2015
Adams,"$125,000 to $149,999",35,21,2011-2015
Adams,"$150,000 to $199,999",50,22,2011-2015
Adams,"$200,000 or more",35,16,2011-2015
Allamakee,"Less than $10,000",84,39,2011-2015
Allamakee,"$10,000 to $14,999",70,39,2011-2015
Allamakee,"$15,000 to $19,999",119,47,2011-2015
Allamakee,"$20,000 to $24,999",223,57,2011-2015
Allamakee,"$25,000 to $29,999",232,65,2011-2015
Allamakee,"$30,000 to $34,999",301,88,2011-2015
Allamakee,"$35,000 to $39,999",226,71,2011-2015
Allamakee,"$40,000 to $44,999",271,76,2011-2015
Allamakee,"$45,000 to $49,999",194,57,2011-2015
Allamakee,"$50,000 to $59,999",370,82,2011-2015
Allamakee,"$60,000 to $74,999",548,104,2011-2015
Allamakee,"$75,000 to $99,999",613,112,2011-2015
Allamakee,"$100,000 to $124,999",323,82,2011-2015
Allamakee,"$125,000 to $149,999",122,43,2011-2015
Allamakee,"$150,000 to $199,999",155,52,2011-2015
Allamakee,"$200,000 or more",105,38,2011-2015
Appanoose,"Less than $10,000",73,40,2011-2015
Appanoose,"$10,000 to $14,999",126,51,2011-2015
Appanoose,"$15,000 to $19,999",113,38,2011-2015
Appanoose,"$20,000 to $24,999",183,58,2011-2015
Appanoose,"$25,000 to $29,999",212,73,2011-2015
Appanoose,"$30,000 to $34,999",182,54,2011-2015
Appanoose,"$35,000 to $39,999",160,49,2011-2015
Appanoose,"$40,000 to $44,999",262,75,2011-2015
Appanoose,"$45,000 to $49,999",175,63,2011-2015
Appanoose,"$50,000 to $59,999",319,74,2011-2015
Appanoose,"$60,000 to $74,999",520,87,2011-2015
Appanoose,"$75,000 to $99,999",580,115,2011-2015
Appanoose,"$100,000 to $124,999",182,56,2011-2015
Appanoose,"$125,000 to $149,999",108,40,2011-2015
Appanoose,"$150,000 to $199,999",61,32,2011-2015
Appanoose,"$200,000 or more",87,35,2011-2015
Audubon,"Less than $10,000",34,17,2011-2015
Audubon,"$10,000 to $14,999",53,34,2011-2015
Audubon,"$15,000 to $19,999",77,32,2011-2015
Audubon,"$20,000 to $24,999",68,24,2011-2015
Audubon,"$25,000 to $29,999",77,31,2011-2015
Audubon,"$30,000 to $34,999",142,39,2011-2015
Audubon,"$35,000 to $39,999",106,42,2011-2015
Audubon,"$40,000 to $44,999",87,22,2011-2015
Audubon,"$45,000 to $49,999",34,15,2011-2015
Audubon,"$50,000 to $59,999",155,38,2011-2015
Audubon,"$60,000 to $74,999",225,45,2011-2015
Audubon,"$75,000 to $99,999",294,51,2011-2015
Audubon,"$100,000 to $124,999",146,42,2011-2015
Audubon,"$125,000 to $149,999",58,28,2011-2015
Audubon,"$150,000 to $199,999",83,27,2011-2015
Audubon,"$200,000 or more",75,36,2011-2015
Benton,"Less than $10,000",224,87,2011-2015
Benton,"$10,000 to $14,999",98,78,2011-2015
Benton,"$15,000 to $19,999",152,58,2011-2015
Benton,"$20,000 to $24,999",243,90,2011-2015
Benton,"$25,000 to $29,999",276,77,2011-2015
Benton,"$30,000 to $34,999",288,85,2011-2015
Benton,"$35,000 to $39,999",159,42,2011-2015
Benton,"$40,000 to $44,999",277,71,2011-2015
Benton,"$45,000 to $49,999",307,120,2011-2015
Benton,"$50,000 to $59,999",600,121,2011-2015
Benton,"$60,000 to $74,999",896,114,2011-2015
Benton,"$75,000 to $99,999","1,482",202,2011-2015
Benton,"$100,000 to $124,999",950,128,2011-2015
Benton,"$125,000 to $149,999",615,98,2011-2015
Benton,"$150,000 to $199,999",375,92,2011-2015
Benton,"$200,000 or more",257,84,2011-2015
Black Hawk,"Less than $10,000","1,376",214,2011-2015
Black Hawk,"$10,000 to $14,999",680,162,2011-2015
Black Hawk,"$15,000 to $19,999",892,165,2011-2015
Black Hawk,"$20,000 to $24,999","1,344",194,2011-2015
Black Hawk,"$25,000 to $29,999","1,357",208,2011-2015
Black Hawk,"$30,000 to $34,999","1,478",174,2011-2015
Black Hawk,"$35,000 to $39,999","1,702",229,2011-2015
Black Hawk,"$40,000 to $44,999","1,498",214,2011-2015
Black Hawk,"$45,000 to $49,999","1,290",193,2011-2015
Black Hawk,"$50,000 to $59,999","3,023",262,2011-2015
Black Hawk,"$60,000 to $74,999","4,240",340,2011-2015
Black Hawk,"$75,000 to $99,999","4,834",340,2011-2015
Black Hawk,"$100,000 to $124,999","3,309",303,2011-2015
Black Hawk,"$125,000 to $149,999","1,625",188,2011-2015
Black Hawk,"$150,000 to $199,999","1,402",186,2011-2015
Black Hawk,"$200,000 or more",934,150,2011-2015
Boone,"Less than $10,000",129,58,2011-2015
Boone,"$10,000 to $14,999",109,47,2011-2015
Boone,"$15,000 to $19,999",98,52,2011-2015
Boone,"$20,000 to $24,999",324,125,2011-2015
Boone,"$25,000 to $29,999",151,65,2011-2015
Boone,"$30,000 to $34,999",309,93,2011-2015
Boone,"$35,000 to $39,999",341,96,2011-2015
Boone,"$40,000 to $44,999",369,103,2011-2015
Boone,"$45,000 to $49,999",263,89,2011-2015
Boone,"$50,000 to $59,999",717,148,2011-2015
Boone,"$60,000 to $74,999","1,122",219,2011-2015
Boone,"$75,000 to $99,999","1,237",154,2011-2015
Boone,"$100,000 to $124,999",745,115,2011-2015
Boone,"$125,000 to $149,999",539,117,2011-2015
Boone,"$150,000 to $199,999",281,94,2011-2015
Boone,"$200,000 or more",184,67,2011-2015
Bremer,"Less than $10,000",118,54,2011-2015
Bremer,"$10,000 to $14,999",133,56,2011-2015
Bremer,"$15,000 to $19,999",118,59,2011-2015
Bremer,"$20,000 to $24,999",231,68,2011-2015
Bremer,"$25,000 to $29,999",156,52,2011-2015
Bremer,"$30,000 to $34,999",149,45,2011-2015
Bremer,"$35,000 to $39,999",173,44,2011-2015
Bremer,"$40,000 to $44,999",229,48,2011-2015
Bremer,"$45,000 to $49,999",260,65,2011-2015
Bremer,"$50,000 to $59,999",602,111,2011-2015
Bremer,"$60,000 to $74,999",863,113,2011-2015
Bremer,"$75,000 to $99,999","1,317",145,2011-2015
Bremer,"$100,000 to $124,999",981,124,2011-2015
Bremer,"$125,000 to $149,999",389,76,2011-2015
Bremer,"$150,000 to $199,999",384,85,2011-2015
Bremer,"$200,000 or more",348,82,2011-2015
Buchanan,"Less than $10,000",138,56,2011-2015
Buchanan,"$10,000 to $14,999",126,81,2011-2015
Buchanan,"$15,000 to $19,999",129,58,2011-2015
Buchanan,"$20,000 to $24,999",143,50,2011-2015
Buchanan,"$25,000 to $29,999",225,58,2011-2015
Buchanan,"$30,000 to $34,999",193,50,2011-2015
Buchanan,"$35,000 to $39,999",214,58,2011-2015
Buchanan,"$40,000 to $44,999",213,61,2011-2015
Buchanan,"$45,000 to $49,999",310,82,2011-2015
Buchanan,"$50,000 to $59,999",568,103,2011-2015
Buchanan,"$60,000 to $74,999",756,120,2011-2015
Buchanan,"$75,000 to $99,999","1,036",147,2011-2015
Buchanan,"$100,000 to $124,999",672,107,2011-2015
Buchanan,"$125,000 to $149,999",403,93,2011-2015
Buchanan,"$150,000 to $199,999",212,62,2011-2015
Buchanan,"$200,000 or more",259,77,2011-2015
Buena Vista,"Less than $10,000",220,93,2011-2015
Buena Vista,"$10,000 to $14,999",94,43,2011-2015
Buena Vista,"$15,000 to $19,999",121,41,2011-2015
Buena Vista,"$20,000 to $24,999",163,68,2011-2015
Buena Vista,"$25,000 to $29,999",243,100,2011-2015
Buena Vista,"$30,000 to $34,999",255,98,2011-2015
Buena Vista,"$35,000 to $39,999",329,107,2011-2015
Buena Vista,"$40,000 to $44,999",334,134,2011-2015
Buena Vista,"$45,000 to $49,999",301,95,2011-2015
Buena Vista,"$50,000 to $59,999",583,106,2011-2015
Buena Vista,"$60,000 to $74,999",668,127,2011-2015
Buena Vista,"$75,000 to $99,999",834,108,2011-2015
Buena Vista,"$100,000 to $124,999",463,117,2011-2015
Buena Vista,"$125,000 to $149,999",192,65,2011-2015
Buena Vista,"$150,000 to $199,999",168,62,2011-2015
Buena Vista,"$200,000 or more",165,50,2011-2015
Butler,"Less than $10,000",73,33,2011-2015
Butler,"$10,000 to $14,999",75,31,2011-2015
Butler,"$15,000 to $19,999",110,38,2011-2015
Butler,"$20,000 to $24,999",131,38,2011-2015
Butler,"$25,000 to $29,999",178,44,2011-2015
Butler,"$30,000 to $34,999",200,46,2011-2015
Butler,"$35,000 to $39,999",260,64,2011-2015
Butler,"$40,000 to $44,999",256,54,2011-2015
Butler,"$45,000 to $49,999",202,49,2011-2015
Butler,"$50,000 to $59,999",469,67,2011-2015
Butler,"$60,000 to $74,999",785,101,2011-2015
Butler,"$75,000 to $99,999",783,96,2011-2015
Butler,"$100,000 to $124,999",381,62,2011-2015
Butler,"$125,000 to $149,999",193,57,2011-2015
Butler,"$150,000 to $199,999",115,33,2011-2015
Butler,"$200,000 or more",93,29,2011-2015
Calhoun,"Less than $10,000",152,56,2011-2015
Calhoun,"$10,000 to $14,999",58,21,2011-2015
Calhoun,"$15,000 to $19,999",146,58,2011-2015
Calhoun,"$20,000 to $24,999",110,36,2011-2015
Calhoun,"$25,000 to $29,999",97,24,2011-2015
Calhoun,"$30,000 to $34,999",114,35,2011-2015
Calhoun,"$35,000 to $39,999",157,38,2011-2015
Calhoun,"$40,000 to $44,999",123,39,2011-2015
Calhoun,"$45,000 to $49,999",116,33,2011-2015
Calhoun,"$50,000 to $59,999",352,48,2011-2015
Calhoun,"$60,000 to $74,999",330,61,2011-2015
Calhoun,"$75,000 to $99,999",434,67,2011-2015
Calhoun,"$100,000 to $124,999",226,54,2011-2015
Calhoun,"$125,000 to $149,999",152,42,2011-2015
Calhoun,"$150,000 to $199,999",64,30,2011-2015
Calhoun,"$200,000 or more",119,37,2011-2015
Carroll,"Less than $10,000",91,50,2011-2015
Carroll,"$10,000 to $14,999",196,90,2011-2015
Carroll,"$15,000 to $19,999",170,79,2011-2015
Carroll,"$20,000 to $24,999",230,81,2011-2015
Carroll,"$25,000 to $29,999",215,78,2011-2015
Carroll,"$30,000 to $34,999",282,95,2011-2015
Carroll,"$35,000 to $39,999",232,69,2011-2015
Carroll,"$40,000 to $44,999",281,79,2011-2015
Carroll,"$45,000 to $49,999",208,64,2011-2015
Carroll,"$50,000 to $59,999",378,68,2011-2015
Carroll,"$60,000 to $74,999",776,150,2011-2015
Carroll,"$75,000 to $99,999","1,169",172,2011-2015
Carroll,"$100,000 to $124,999",541,110,2011-2015
Carroll,"$125,000 to $149,999",334,80,2011-2015
Carroll,"$150,000 to $199,999",231,66,2011-2015
Carroll,"$200,000 or more",174,49,2011-2015
Cass,"Less than $10,000",103,48,2011-2015
Cass,"$10,000 to $14,999",136,72,2011-2015
Cass,"$15,000 to $19,999",230,64,2011-2015
Cass,"$20,000 to $24,999",206,61,2011-2015
Cass,"$25,000 to $29,999",228,94,2011-2015
Cass,"$30,000 to $34,999",196,74,2011-2015
Cass,"$35,000 to $39,999",212,76,2011-2015
Cass,"$40,000 to $44,999",254,64,2011-2015
Cass,"$45,000 to $49,999",257,100,2011-2015
Cass,"$50,000 to $59,999",388,96,2011-2015
Cass,"$60,000 to $74,999",427,94,2011-2015
Cass,"$75,000 to $99,999",511,102,2011-2015
Cass,"$100,000 to $124,999",305,72,2011-2015
Cass,"$125,000 to $149,999",159,52,2011-2015
Cass,"$150,000 to $199,999",91,45,2011-2015
Cass,"$200,000 or more",109,44,2011-2015
Cedar,"Less than $10,000",71,38,2011-2015
Cedar,"$10,000 to $14,999",116,60,2011-2015
Cedar,"$15,000 to $19,999",55,31,2011-2015
Cedar,"$20,000 to $24,999",155,60,2011-2015
Cedar,"$25,000 to $29,999",156,56,2011-2015
Cedar,"$30,000 to $34,999",187,54,2011-2015
Cedar,"$35,000 to $39,999",199,60,2011-2015
Cedar,"$40,000 to $44,999",183,51,2011-2015
Cedar,"$45,000 to $49,999",127,39,2011-2015
Cedar,"$50,000 to $59,999",649,94,2011-2015
Cedar,"$60,000 to $74,999",955,139,2011-2015
Cedar,"$75,000 to $99,999","1,010",136,2011-2015
Cedar,"$100,000 to $124,999",677,124,2011-2015
Cedar,"$125,000 to $149,999",265,65,2011-2015
Cedar,"$150,000 to $199,999",152,45,2011-2015
Cedar,"$200,000 or more",206,61,2011-2015
Cerro Gordo,"Less than $10,000",465,182,2011-2015
Cerro Gordo,"$10,000 to $14,999",353,123,2011-2015
Cerro Gordo,"$15,000 to $19,999",341,123,2011-2015
Cerro Gordo,"$20,000 to $24,999",569,163,2011-2015
Cerro Gordo,"$25,000 to $29,999",458,107,2011-2015
Cerro Gordo,"$30,000 to $34,999",473,116,2011-2015
Cerro Gordo,"$35,000 to $39,999",583,151,2011-2015
Cerro Gordo,"$40,000 to $44,999",754,172,2011-2015
Cerro Gordo,"$45,000 to $49,999",644,149,2011-2015
Cerro Gordo,"$50,000 to $59,999",938,174,2011-2015
Cerro Gordo,"$60,000 to $74,999","1,710",230,2011-2015
Cerro Gordo,"$75,000 to $99,999","1,924",233,2011-2015
Cerro Gordo,"$100,000 to $124,999","1,151",194,2011-2015
Cerro Gordo,"$125,000 to $149,999",529,123,2011-2015
Cerro Gordo,"$150,000 to $199,999",469,118,2011-2015
Cerro Gordo,"$200,000 or more",469,132,2011-2015
Cherokee,"Less than $10,000",150,94,2011-2015
Cherokee,"$10,000 to $14,999",78,50,2011-2015
Cherokee,"$15,000 to $19,999",84,36,2011-2015
Cherokee,"$20,000 to $24,999",99,45,2011-2015
Cherokee,"$25,000 to $29,999",198,107,2011-2015
Cherokee,"$30,000 to $34,999",166,84,2011-2015
Cherokee,"$35,000 to $39,999",72,36,2011-2015
Cherokee,"$40,000 to $44,999",127,56,2011-2015
Cherokee,"$45,000 to $49,999",147,50,2011-2015
Cherokee,"$50,000 to $59,999",349,99,2011-2015
Cherokee,"$60,000 to $74,999",471,98,2011-2015
Cherokee,"$75,000 to $99,999",597,119,2011-2015
Cherokee,"$100,000 to $124,999",347,84,2011-2015
Cherokee,"$125,000 to $149,999",89,30,2011-2015
Cherokee,"$150,000 to $199,999",119,53,2011-2015
Cherokee,"$200,000 or more",168,62,2011-2015
Chickasaw,"Less than $10,000",83,51,2011-2015
Chickasaw,"$10,000 to $14,999",68,38,2011-2015
Chickasaw,"$15,000 to $19,999",173,65,2011-2015
Chickasaw,"$20,000 to $24,999",213,66,2011-2015
Chickasaw,"$25,000 to $29,999",116,45,2011-2015
Chickasaw,"$30,000 to $34,999",238,60,2011-2015
Chickasaw,"$35,000 to $39,999",195,57,2011-2015
Chickasaw,"$40,000 to $44,999",168,48,2011-2015
Chickasaw,"$45,000 to $49,999",174,47,2011-2015
Chickasaw,"$50,000 to $59,999",270,68,2011-2015
Chickasaw,"$60,000 to $74,999",549,83,2011-2015
Chickasaw,"$75,000 to $99,999",596,92,2011-2015
Chickasaw,"$100,000 to $124,999",352,79,2011-2015
Chickasaw,"$125,000 to $149,999",135,48,2011-2015
Chickasaw,"$150,000 to $199,999",90,35,2011-2015
Chickasaw,"$200,000 or more",122,56,2011-2015
Clarke,"Less than $10,000",137,77,2011-2015
Clarke,"$10,000 to $14,999",63,46,2011-2015
Clarke,"$15,000 to $19,999",139,78,2011-2015
Clarke,"$20,000 to $24,999",50,32,2011-2015
Clarke,"$25,000 to $29,999",113,64,2011-2015
Clarke,"$30,000 to $34,999",50,29,2011-2015
Clarke,"$35,000 to $39,999",98,52,2011-2015
Clarke,"$40,000 to $44,999",210,65,2011-2015
Clarke,"$45,000 to $49,999",180,99,2011-2015
Clarke,"$50,000 to $59,999",157,59,2011-2015
Clarke,"$60,000 to $74,999",291,80,2011-2015
Clarke,"$75,000 to $99,999",403,105,2011-2015
Clarke,"$100,000 to $124,999",256,84,2011-2015
Clarke,"$125,000 to $149,999",102,51,2011-2015
Clarke,"$150,000 to $199,999",96,57,2011-2015
Clarke,"$200,000 or more",21,15,2011-2015
Clay,"Less than $10,000",88,77,2011-2015
Clay,"$10,000 to $14,999",149,88,2011-2015
Clay,"$15,000 to $19,999",146,79,2011-2015
Clay,"$20,000 to $24,999",216,109,2011-2015
Clay,"$25,000 to $29,999",230,92,2011-2015
Clay,"$30,000 to $34,999",166,76,2011-2015
Clay,"$35,000 to $39,999",168,71,2011-2015
Clay,"$40,000 to $44,999",381,129,2011-2015
Clay,"$45,000 to $49,999",103,46,2011-2015
Clay,"$50,000 to $59,999",433,122,2011-2015
Clay,"$60,000 to $74,999",580,116,2011-2015
Clay,"$75,000 to $99,999",924,151,2011-2015
Clay,"$100,000 to $124,999",466,109,2011-2015
Clay,"$125,000 to $149,999",242,101,2011-2015
Clay,"$150,000 to $199,999",140,51,2011-2015
Clay,"$200,000 or more",112,48,2011-2015
Clayton,"Less than $10,000",142,58,2011-2015
Clayton,"$10,000 to $14,999",143,61,2011-2015
Clayton,"$15,000 to $19,999",101,37,2011-2015
Clayton,"$20,000 to $24,999",250,56,2011-2015
Clayton,"$25,000 to $29,999",266,57,2011-2015
Clayton,"$30,000 to $34,999",265,69,2011-2015
Clayton,"$35,000 to $39,999",257,56,2011-2015
Clayton,"$40,000 to $44,999",272,69,2011-2015
Clayton,"$45,000 to $49,999",264,62,2011-2015
Clayton,"$50,000 to $59,999",556,82,2011-2015
Clayton,"$60,000 to $74,999",669,95,2011-2015
Clayton,"$75,000 to $99,999",962,111,2011-2015
Clayton,"$100,000 to $124,999",450,75,2011-2015
Clayton,"$125,000 to $149,999",205,61,2011-2015
Clayton,"$150,000 to $199,999",86,29,2011-2015
Clayton,"$200,000 or more",128,43,2011-2015
Clinton,"Less than $10,000",433,122,2011-2015
Clinton,"$10,000 to $14,999",418,142,2011-2015
Clinton,"$15,000 to $19,999",665,209,2011-2015
Clinton,"$20,000 to $24,999",421,125,2011-2015
Clinton,"$25,000 to $29,999",488,126,2011-2015
Clinton,"$30,000 to $34,999",733,178,2011-2015
Clinton,"$35,000 to $39,999",540,136,2011-2015
Clinton,"$40,000 to $44,999",757,142,2011-2015
Clinton,"$45,000 to $49,999",378,120,2011-2015
Clinton,"$50,000 to $59,999","1,107",193,2011-2015
Clinton,"$60,000 to $74,999","1,521",207,2011-2015
Clinton,"$75,000 to $99,999","2,170",262,2011-2015
Clinton,"$100,000 to $124,999","1,435",180,2011-2015
Clinton,"$125,000 to $149,999",863,155,2011-2015
Clinton,"$150,000 to $199,999",521,146,2011-2015
Clinton,"$200,000 or more",443,119,2011-2015
Crawford,"Less than $10,000",262,109,2011-2015
Crawford,"$10,000 to $14,999",77,28,2011-2015
Crawford,"$15,000 to $19,999",295,143,2011-2015
Crawford,"$20,000 to $24,999",234,88,2011-2015
Crawford,"$25,000 to $29,999",197,89,2011-2015
Crawford,"$30,000 to $34,999",159,61,2011-2015
Crawford,"$35,000 to $39,999",266,82,2011-2015
Crawford,"$40,000 to $44,999",248,73,2011-2015
Crawford,"$45,000 to $49,999",184,63,2011-2015
Crawford,"$50,000 to $59,999",451,108,2011-2015
Crawford,"$60,000 to $74,999",489,93,2011-2015
Crawford,"$75,000 to $99,999",713,128,2011-2015
Crawford,"$100,000 to $124,999",467,107,2011-2015
Crawford,"$125,000 to $149,999",157,94,2011-2015
Crawford,"$150,000 to $199,999",126,48,2011-2015
Crawford,"$200,000 or more",124,57,2011-2015
Dallas,"Less than $10,000",410,228,2011-2015
Dallas,"$10,000 to $14,999",198,80,2011-2015
Dallas,"$15,000 to $19,999",202,83,2011-2015
Dallas,"$20,000 to $24,999",383,121,2011-2015
Dallas,"$25,000 to $29,999",593,151,2011-2015
Dallas,"$30,000 to $34,999",574,140,2011-2015
Dallas,"$35,000 to $39,999",534,143,2011-2015
Dallas,"$40,000 to $44,999",627,170,2011-2015
Dallas,"$45,000 to $49,999",429,115,2011-2015
Dallas,"$50,000 to $59,999","1,200",199,2011-2015
Dallas,"$60,000 to $74,999","2,362",335,2011-2015
Dallas,"$75,000 to $99,999","3,456",372,2011-2015
Dallas,"$100,000 to $124,999","2,677",266,2011-2015
Dallas,"$125,000 to $149,999","1,954",274,2011-2015
Dallas,"$150,000 to $199,999","2,016",276,2011-2015
Dallas,"$200,000 or more","2,262",290,2011-2015
Davis,"Less than $10,000",70,44,2011-2015
Davis,"$10,000 to $14,999",72,51,2011-2015
Davis,"$15,000 to $19,999",125,62,2011-2015
Davis,"$20,000 to $24,999",75,37,2011-2015
Davis,"$25,000 to $29,999",131,57,2011-2015
Davis,"$30,000 to $34,999",107,45,2011-2015
Davis,"$35,000 to $39,999",101,38,2011-2015
Davis,"$40,000 to $44,999",111,47,2011-2015
Davis,"$45,000 to $49,999",130,57,2011-2015
Davis,"$50,000 to $59,999",220,68,2011-2015
Davis,"$60,000 to $74,999",382,87,2011-2015
Davis,"$75,000 to $99,999",358,82,2011-2015
Davis,"$100,000 to $124,999",137,46,2011-2015
Davis,"$125,000 to $149,999",115,47,2011-2015
Davis,"$150,000 to $199,999",40,28,2011-2015
Davis,"$200,000 or more",83,43,2011-2015
Decatur,"Less than $10,000",71,33,2011-2015
Decatur,"$10,000 to $14,999",83,37,2011-2015
Decatur,"$15,000 to $19,999",112,49,2011-2015
Decatur,"$20,000 to $24,999",154,43,2011-2015
Decatur,"$25,000 to $29,999",106,29,2011-2015
Decatur,"$30,000 to $34,999",134,62,2011-2015
Decatur,"$35,000 to $39,999",128,33,2011-2015
Decatur,"$40,000 to $44,999",120,31,2011-2015
Decatur,"$45,000 to $49,999",76,35,2011-2015
Decatur,"$50,000 to $59,999",204,46,2011-2015
Decatur,"$60,000 to $74,999",234,53,2011-2015
Decatur,"$75,000 to $99,999",298,51,2011-2015
Decatur,"$100,000 to $124,999",219,56,2011-2015
Decatur,"$125,000 to $149,999",34,19,2011-2015
Decatur,"$150,000 to $199,999",35,16,2011-2015
Decatur,"$200,000 or more",33,18,2011-2015
Delaware,"Less than $10,000",176,80,2011-2015
Delaware,"$10,000 to $14,999",57,39,2011-2015
Delaware,"$15,000 to $19,999",163,97,2011-2015
Delaware,"$20,000 to $24,999",199,77,2011-2015
Delaware,"$25,000 to $29,999",214,85,2011-2015
Delaware,"$30,000 to $34,999",160,78,2011-2015
Delaware,"$35,000 to $39,999",205,93,2011-2015
Delaware,"$40,000 to $44,999",215,84,2011-2015
Delaware,"$45,000 to $49,999",199,68,2011-2015
Delaware,"$50,000 to $59,999",437,93,2011-2015
Delaware,"$60,000 to $74,999",708,135,2011-2015
Delaware,"$75,000 to $99,999",961,152,2011-2015
Delaware,"$100,000 to $124,999",610,140,2011-2015
Delaware,"$125,000 to $149,999",308,130,2011-2015
Delaware,"$150,000 to $199,999",225,86,2011-2015
Delaware,"$200,000 or more",165,73,2011-2015
Des Moines,"Less than $10,000",651,186,2011-2015
Des Moines,"$10,000 to $14,999",422,131,2011-2015
Des Moines,"$15,000 to $19,999",494,152,2011-2015
Des Moines,"$20,000 to $24,999",496,124,2011-2015
Des Moines,"$25,000 to $29,999",368,130,2011-2015
Des Moines,"$30,000 to $34,999",529,145,2011-2015
Des Moines,"$35,000 to $39,999",500,130,2011-2015
Des Moines,"$40,000 to $44,999",680,161,2011-2015
Des Moines,"$45,000 to $49,999",691,153,2011-2015
Des Moines,"$50,000 to $59,999","1,026",177,2011-2015
Des Moines,"$60,000 to $74,999","1,271",174,2011-2015
Des Moines,"$75,000 to $99,999","1,575",210,2011-2015
Des Moines,"$100,000 to $124,999",919,178,2011-2015
Des Moines,"$125,000 to $149,999",528,119,2011-2015
Des Moines,"$150,000 to $199,999",302,89,2011-2015
Des Moines,"$200,000 or more",300,82,2011-2015
Dickinson,"Less than $10,000",66,33,2011-2015
Dickinson,"$10,000 to $14,999",48,30,2011-2015
Dickinson,"$15,000 to $19,999",85,42,2011-2015
Dickinson,"$20,000 to $24,999",153,57,2011-2015
Dickinson,"$25,000 to $29,999",195,66,2011-2015
Dickinson,"$30,000 to $34,999",214,67,2011-2015
Dickinson,"$35,000 to $39,999",180,70,2011-2015
Dickinson,"$40,000 to $44,999",135,53,2011-2015
Dickinson,"$45,000 to $49,999",320,91,2011-2015
Dickinson,"$50,000 to $59,999",555,152,2011-2015
Dickinson,"$60,000 to $74,999",801,154,2011-2015
Dickinson,"$75,000 to $99,999",855,124,2011-2015
Dickinson,"$100,000 to $124,999",555,128,2011-2015
Dickinson,"$125,000 to $149,999",319,82,2011-2015
Dickinson,"$150,000 to $199,999",338,87,2011-2015
Dickinson,"$200,000 or more",343,117,2011-2015
Dubuque,"Less than $10,000",881,187,2011-2015
Dubuque,"$10,000 to $14,999",560,153,2011-2015
Dubuque,"$15,000 to $19,999",612,141,2011-2015
Dubuque,"$20,000 to $24,999",712,143,2011-2015
Dubuque,"$25,000 to $29,999",773,131,2011-2015
