County,Poverty ,Year,Middle-Old,Middle-Young,Old,Young,Population,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME,HighIncome,LowIncome,MidIncome
Wright,13.40,2020.00,2003.00,2159.00,3934.00,1230.00,12416.00,11829.00,236.00,19.00,23.00,2.00,5.00,12.00,15.00,0.00,16.00,380.00,216.00,402.00,121.00,455.00,959.00,2009.00
Adair,10.60,2012.00,1630.00,1152.00,2193.00,632.00,7466.00,7312.00,15.00,27.00,20.00,2.00,4.00,24.00,19.00,0.00,13.00,13.00,14.00,48.00,23.00,215.00,539.00,1296.00
Adair,10.60,2013.00,1630.00,1152.00,2193.00,632.00,7385.00,7312.00,15.00,27.00,20.00,2.00,4.00,24.00,19.00,0.00,13.00,13.00,14.00,48.00,23.00,215.00,539.00,1296.00
Adair,10.60,2014.00,1630.00,1152.00,2193.00,632.00,7365.00,7312.00,15.00,27.00,20.00,2.00,4.00,24.00,19.00,0.00,13.00,13.00,14.00,48.00,23.00,215.00,539.00,1296.00
Adair,10.60,2015.00,1630.00,1152.00,2193.00,632.00,7142.00,7312.00,15.00,27.00,20.00,2.00,4.00,24.00,19.00,0.00,13.00,13.00,14.00,48.00,23.00,215.00,539.00,1296.00
Adams,10.20,2012.00,922.00,592.00,1096.00,380.00,3910.00,3788.00,15.00,27.00,26.00,2.00,3.00,11.00,12.00,0.00,9.00,0.00,9.00,64.00,21.00,120.00,261.00,790.00
Adams,10.20,2013.00,922.00,592.00,1096.00,380.00,3890.00,3788.00,15.00,27.00,26.00,2.00,3.00,11.00,12.00,0.00,9.00,0.00,9.00,64.00,21.00,120.00,261.00,790.00
Adams,10.20,2014.00,922.00,592.00,1096.00,380.00,3874.00,3788.00,15.00,27.00,26.00,2.00,3.00,11.00,12.00,0.00,9.00,0.00,9.00,64.00,21.00,120.00,261.00,790.00
Adams,10.20,2015.00,922.00,592.00,1096.00,380.00,3752.00,3788.00,15.00,27.00,26.00,2.00,3.00,11.00,12.00,0.00,9.00,0.00,9.00,64.00,21.00,120.00,261.00,790.00
Allamakee,10.90,2012.00,3081.00,2236.00,3965.00,1251.00,14150.00,13592.00,72.00,99.00,56.00,29.00,26.00,39.00,23.00,3.00,7.00,46.00,42.00,252.00,71.00,382.00,1255.00,2319.00
Allamakee,10.90,2013.00,3081.00,2236.00,3965.00,1251.00,14074.00,13592.00,72.00,99.00,56.00,29.00,26.00,39.00,23.00,3.00,7.00,46.00,42.00,252.00,71.00,382.00,1255.00,2319.00
Allamakee,10.90,2014.00,3081.00,2236.00,3965.00,1251.00,14067.00,13592.00,72.00,99.00,56.00,29.00,26.00,39.00,23.00,3.00,7.00,46.00,42.00,252.00,71.00,382.00,1255.00,2319.00
Allamakee,10.90,2015.00,3081.00,2236.00,3965.00,1251.00,13881.00,13592.00,72.00,99.00,56.00,29.00,26.00,39.00,23.00,3.00,7.00,46.00,42.00,252.00,71.00,382.00,1255.00,2319.00
Appanoose,13.70,2012.00,2678.00,2052.00,3592.00,1233.00,12713.00,12347.00,35.00,43.00,35.00,4.00,7.00,47.00,24.00,0.00,15.00,13.00,17.00,215.00,57.00,256.00,1049.00,2038.00
Appanoose,13.70,2013.00,2678.00,2052.00,3592.00,1233.00,12659.00,12347.00,35.00,43.00,35.00,4.00,7.00,47.00,24.00,0.00,15.00,13.00,17.00,215.00,57.00,256.00,1049.00,2038.00
Appanoose,13.70,2014.00,2678.00,2052.00,3592.00,1233.00,12678.00,12347.00,35.00,43.00,35.00,4.00,7.00,47.00,24.00,0.00,15.00,13.00,17.00,215.00,57.00,256.00,1049.00,2038.00
Appanoose,13.70,2015.00,2678.00,2052.00,3592.00,1233.00,12587.00,12347.00,35.00,43.00,35.00,4.00,7.00,47.00,24.00,0.00,15.00,13.00,17.00,215.00,57.00,256.00,1049.00,2038.00
Audubon,9.70,2012.00,1363.00,834.00,1797.00,470.00,5861.00,5732.00,12.00,19.00,18.00,39.00,40.00,19.00,17.00,0.00,13.00,0.00,13.00,60.00,35.00,216.00,557.00,941.00
Audubon,9.70,2013.00,1363.00,834.00,1797.00,470.00,5859.00,5732.00,12.00,19.00,18.00,39.00,40.00,19.00,17.00,0.00,13.00,0.00,13.00,60.00,35.00,216.00,557.00,941.00
Audubon,9.70,2014.00,1363.00,834.00,1797.00,470.00,5768.00,5732.00,12.00,19.00,18.00,39.00,40.00,19.00,17.00,0.00,13.00,0.00,13.00,60.00,35.00,216.00,557.00,941.00
Audubon,9.70,2015.00,1363.00,834.00,1797.00,470.00,5707.00,5732.00,12.00,19.00,18.00,39.00,40.00,19.00,17.00,0.00,13.00,0.00,13.00,60.00,35.00,216.00,557.00,941.00
Benton,9.60,2012.00,6064.00,4570.00,5701.00,2207.00,25829.00,25226.00,93.00,181.00,57.00,8.00,12.00,55.00,34.00,0.00,17.00,65.00,68.00,268.00,89.00,1247.00,1440.00,4512.00
Benton,9.60,2013.00,6064.00,4570.00,5701.00,2207.00,25698.00,25226.00,93.00,181.00,57.00,8.00,12.00,55.00,34.00,0.00,17.00,65.00,68.00,268.00,89.00,1247.00,1440.00,4512.00
Benton,9.60,2014.00,6064.00,4570.00,5701.00,2207.00,25620.00,25226.00,93.00,181.00,57.00,8.00,12.00,55.00,34.00,0.00,17.00,65.00,68.00,268.00,89.00,1247.00,1440.00,4512.00
Benton,9.60,2015.00,6064.00,4570.00,5701.00,2207.00,25608.00,25226.00,93.00,181.00,57.00,8.00,12.00,55.00,34.00,0.00,17.00,65.00,68.00,268.00,89.00,1247.00,1440.00,4512.00
Black Hawk,15.70,2012.00,24012.00,22774.00,27259.00,20809.00,131904.00,112912.00,435.00,12130.00,471.00,327.00,121.00,2246.00,218.00,23.00,28.00,1997.00,428.00,2861.00,426.00,3961.00,8829.00,18194.00
Black Hawk,15.70,2013.00,24012.00,22774.00,27259.00,20809.00,132966.00,112912.00,435.00,12130.00,471.00,327.00,121.00,2246.00,218.00,23.00,28.00,1997.00,428.00,2861.00,426.00,3961.00,8829.00,18194.00
Black Hawk,15.70,2014.00,24012.00,22774.00,27259.00,20809.00,133433.00,112912.00,435.00,12130.00,471.00,327.00,121.00,2246.00,218.00,23.00,28.00,1997.00,428.00,2861.00,426.00,3961.00,8829.00,18194.00
Black Hawk,15.70,2015.00,24012.00,22774.00,27259.00,20809.00,133764.00,112912.00,435.00,12130.00,471.00,327.00,121.00,2246.00,218.00,23.00,28.00,1997.00,428.00,2861.00,426.00,3961.00,8829.00,18194.00
Boone,10.10,2012.00,5711.00,4770.00,6317.00,2641.00,26138.00,25658.00,29.00,235.00,132.00,54.00,44.00,85.00,75.00,10.00,16.00,30.00,28.00,329.00,124.00,1004.00,1461.00,4453.00
Boone,10.10,2013.00,5711.00,4770.00,6317.00,2641.00,26294.00,25658.00,29.00,235.00,132.00,54.00,44.00,85.00,75.00,10.00,16.00,30.00,28.00,329.00,124.00,1004.00,1461.00,4453.00
Boone,10.10,2014.00,5711.00,4770.00,6317.00,2641.00,26303.00,25658.00,29.00,235.00,132.00,54.00,44.00,85.00,75.00,10.00,16.00,30.00,28.00,329.00,124.00,1004.00,1461.00,4453.00
Boone,10.10,2015.00,5711.00,4770.00,6317.00,2641.00,26468.00,25658.00,29.00,235.00,132.00,54.00,44.00,85.00,75.00,10.00,16.00,30.00,28.00,329.00,124.00,1004.00,1461.00,4453.00
Bremer,8.30,2012.00,4648.00,4191.00,6029.00,2728.00,24499.00,23737.00,65.00,269.00,50.00,49.00,17.00,187.00,53.00,45.00,58.00,60.00,38.00,192.00,81.00,1121.00,1078.00,4252.00
Bremer,8.30,2013.00,4648.00,4191.00,6029.00,2728.00,24585.00,23737.00,65.00,269.00,50.00,49.00,17.00,187.00,53.00,45.00,58.00,60.00,38.00,192.00,81.00,1121.00,1078.00,4252.00
Bremer,8.30,2014.00,4648.00,4191.00,6029.00,2728.00,24678.00,23737.00,65.00,269.00,50.00,49.00,17.00,187.00,53.00,45.00,58.00,60.00,38.00,192.00,81.00,1121.00,1078.00,4252.00
Bremer,8.30,2015.00,4648.00,4191.00,6029.00,2728.00,24755.00,23737.00,65.00,269.00,50.00,49.00,17.00,187.00,53.00,45.00,58.00,60.00,38.00,192.00,81.00,1121.00,1078.00,4252.00
Buchanan,9.50,2012.00,4483.00,3729.00,4565.00,2050.00,20995.00,20514.00,52.00,79.00,50.00,73.00,18.00,95.00,26.00,0.00,17.00,78.00,52.00,159.00,56.00,874.00,1168.00,3555.00
Buchanan,9.50,2013.00,4483.00,3729.00,4565.00,2050.00,21028.00,20514.00,52.00,79.00,50.00,73.00,18.00,95.00,26.00,0.00,17.00,78.00,52.00,159.00,56.00,874.00,1168.00,3555.00
Buchanan,9.50,2014.00,4483.00,3729.00,4565.00,2050.00,21135.00,20514.00,52.00,79.00,50.00,73.00,18.00,95.00,26.00,0.00,17.00,78.00,52.00,159.00,56.00,874.00,1168.00,3555.00
Buchanan,9.50,2015.00,4483.00,3729.00,4565.00,2050.00,21110.00,20514.00,52.00,79.00,50.00,73.00,18.00,95.00,26.00,0.00,17.00,78.00,52.00,159.00,56.00,874.00,1168.00,3555.00
Buena Vista,12.60,2012.00,4064.00,3225.00,4285.00,2652.00,20558.00,16611.00,444.00,590.00,57.00,6.00,7.00,1589.00,59.00,181.00,17.00,1119.00,431.00,411.00,243.00,525.00,1425.00,3183.00
Buena Vista,12.60,2013.00,4064.00,3225.00,4285.00,2652.00,20649.00,16611.00,444.00,590.00,57.00,6.00,7.00,1589.00,59.00,181.00,17.00,1119.00,431.00,411.00,243.00,525.00,1425.00,3183.00
Buena Vista,12.60,2014.00,4064.00,3225.00,4285.00,2652.00,20608.00,16611.00,444.00,590.00,57.00,6.00,7.00,1589.00,59.00,181.00,17.00,1119.00,431.00,411.00,243.00,525.00,1425.00,3183.00
Buena Vista,12.60,2015.00,4064.00,3225.00,4285.00,2652.00,20373.00,16611.00,444.00,590.00,57.00,6.00,7.00,1589.00,59.00,181.00,17.00,1119.00,431.00,411.00,243.00,525.00,1425.00,3183.00
Butler,9.00,2012.00,3091.00,2522.00,4134.00,1255.00,14972.00,14702.00,17.00,59.00,39.00,20.00,23.00,70.00,39.00,0.00,15.00,0.00,15.00,115.00,44.00,401.00,1027.00,2876.00
Butler,9.00,2013.00,3091.00,2522.00,4134.00,1255.00,14973.00,14702.00,17.00,59.00,39.00,20.00,23.00,70.00,39.00,0.00,15.00,0.00,15.00,115.00,44.00,401.00,1027.00,2876.00
Butler,9.00,2014.00,3091.00,2522.00,4134.00,1255.00,14958.00,14702.00,17.00,59.00,39.00,20.00,23.00,70.00,39.00,0.00,15.00,0.00,15.00,115.00,44.00,401.00,1027.00,2876.00
Butler,9.00,2015.00,3091.00,2522.00,4134.00,1255.00,14880.00,14702.00,17.00,59.00,39.00,20.00,23.00,70.00,39.00,0.00,15.00,0.00,15.00,115.00,44.00,401.00,1027.00,2876.00
Calhoun,14.80,2012.00,2152.00,1552.00,2893.00,986.00,9912.00,9533.00,34.00,134.00,45.00,44.00,39.00,29.00,9.00,0.00,13.00,21.00,17.00,153.00,57.00,335.00,834.00,1581.00
Calhoun,14.80,2013.00,2152.00,1552.00,2893.00,986.00,9899.00,9533.00,34.00,134.00,45.00,44.00,39.00,29.00,9.00,0.00,13.00,21.00,17.00,153.00,57.00,335.00,834.00,1581.00
Calhoun,14.80,2014.00,2152.00,1552.00,2893.00,986.00,9845.00,9533.00,34.00,134.00,45.00,44.00,39.00,29.00,9.00,0.00,13.00,21.00,17.00,153.00,57.00,335.00,834.00,1581.00
Calhoun,14.80,2015.00,2152.00,1552.00,2893.00,986.00,9801.00,9533.00,34.00,134.00,45.00,44.00,39.00,29.00,9.00,0.00,13.00,21.00,17.00,153.00,57.00,335.00,834.00,1581.00
Carroll,10.10,2012.00,4544.00,3364.00,5170.00,1845.00,20653.00,20025.00,90.00,314.00,106.00,14.00,18.00,16.00,21.00,7.00,12.00,69.00,77.00,184.00,121.00,739.00,1416.00,3353.00
Carroll,10.10,2013.00,4544.00,3364.00,5170.00,1845.00,20539.00,20025.00,90.00,314.00,106.00,14.00,18.00,16.00,21.00,7.00,12.00,69.00,77.00,184.00,121.00,739.00,1416.00,3353.00
Carroll,10.10,2014.00,4544.00,3364.00,5170.00,1845.00,20495.00,20025.00,90.00,314.00,106.00,14.00,18.00,16.00,21.00,7.00,12.00,69.00,77.00,184.00,121.00,739.00,1416.00,3353.00
Carroll,10.10,2015.00,4544.00,3364.00,5170.00,1845.00,20421.00,20025.00,90.00,314.00,106.00,14.00,18.00,16.00,21.00,7.00,12.00,69.00,77.00,184.00,121.00,739.00,1416.00,3353.00
Cass,13.90,2012.00,2847.00,2217.00,3917.00,1150.00,13697.00,13253.00,73.00,57.00,48.00,45.00,30.00,52.00,5.00,14.00,16.00,49.00,48.00,120.00,48.00,359.00,1311.00,2142.00
Cass,13.90,2013.00,2847.00,2217.00,3917.00,1150.00,13569.00,13253.00,73.00,57.00,48.00,45.00,30.00,52.00,5.00,14.00,16.00,49.00,48.00,120.00,48.00,359.00,1311.00,2142.00
Cass,13.90,2014.00,2847.00,2217.00,3917.00,1150.00,13394.00,13253.00,73.00,57.00,48.00,45.00,30.00,52.00,5.00,14.00,16.00,49.00,48.00,120.00,48.00,359.00,1311.00,2142.00
Cass,13.90,2015.00,2847.00,2217.00,3917.00,1150.00,13354.00,13253.00,73.00,57.00,48.00,45.00,30.00,52.00,5.00,14.00,16.00,49.00,48.00,120.00,48.00,359.00,1311.00,2142.00
Cedar,7.70,2012.00,4165.00,3301.00,4539.00,1496.00,18299.00,17871.00,45.00,72.00,58.00,14.00,15.00,113.00,48.00,0.00,15.00,53.00,39.00,252.00,82.00,623.00,939.00,3601.00
Cedar,7.70,2013.00,4165.00,3301.00,4539.00,1496.00,18229.00,17871.00,45.00,72.00,58.00,14.00,15.00,113.00,48.00,0.00,15.00,53.00,39.00,252.00,82.00,623.00,939.00,3601.00
Cedar,7.70,2014.00,4165.00,3301.00,4539.00,1496.00,18278.00,17871.00,45.00,72.00,58.00,14.00,15.00,113.00,48.00,0.00,15.00,53.00,39.00,252.00,82.00,623.00,939.00,3601.00
Cedar,7.70,2015.00,4165.00,3301.00,4539.00,1496.00,18257.00,17871.00,45.00,72.00,58.00,14.00,15.00,113.00,48.00,0.00,15.00,53.00,39.00,252.00,82.00,623.00,939.00,3601.00
Cerro Gordo,13.40,2012.00,9788.00,7265.00,11480.00,4404.00,43704.00,41325.00,208.00,544.00,135.00,98.00,65.00,492.00,67.00,0.00,20.00,249.00,144.00,773.00,193.00,1467.00,3242.00,7121.00
Cerro Gordo,13.40,2013.00,9788.00,7265.00,11480.00,4404.00,43537.00,41325.00,208.00,544.00,135.00,98.00,65.00,492.00,67.00,0.00,20.00,249.00,144.00,773.00,193.00,1467.00,3242.00,7121.00
Cerro Gordo,13.40,2014.00,9788.00,7265.00,11480.00,4404.00,43224.00,41325.00,208.00,544.00,135.00,98.00,65.00,492.00,67.00,0.00,20.00,249.00,144.00,773.00,193.00,1467.00,3242.00,7121.00
Cerro Gordo,13.40,2015.00,9788.00,7265.00,11480.00,4404.00,43006.00,41325.00,208.00,544.00,135.00,98.00,65.00,492.00,67.00,0.00,20.00,249.00,144.00,773.00,193.00,1467.00,3242.00,7121.00
Cherokee,11.20,2012.00,2631.00,1801.00,3498.00,1155.00,11954.00,11534.00,31.00,54.00,45.00,42.00,41.00,13.00,16.00,0.00,15.00,23.00,26.00,187.00,45.00,376.00,847.00,2038.00
Cherokee,11.20,2013.00,2631.00,1801.00,3498.00,1155.00,11876.00,11534.00,31.00,54.00,45.00,42.00,41.00,13.00,16.00,0.00,15.00,23.00,26.00,187.00,45.00,376.00,847.00,2038.00
Cherokee,11.20,2014.00,2631.00,1801.00,3498.00,1155.00,11803.00,11534.00,31.00,54.00,45.00,42.00,41.00,13.00,16.00,0.00,15.00,23.00,26.00,187.00,45.00,376.00,847.00,2038.00
Cherokee,11.20,2015.00,2631.00,1801.00,3498.00,1155.00,11488.00,11534.00,31.00,54.00,45.00,42.00,41.00,13.00,16.00,0.00,15.00,23.00,26.00,187.00,45.00,376.00,847.00,2038.00
Chickasaw,8.80,2012.00,2736.00,1919.00,3239.00,991.00,12289.00,12009.00,41.00,67.00,48.00,9.00,16.00,69.00,46.00,0.00,15.00,23.00,20.00,67.00,39.00,347.00,1086.00,2109.00
Chickasaw,8.80,2013.00,2736.00,1919.00,3239.00,991.00,12273.00,12009.00,41.00,67.00,48.00,9.00,16.00,69.00,46.00,0.00,15.00,23.00,20.00,67.00,39.00,347.00,1086.00,2109.00
Chickasaw,8.80,2014.00,2736.00,1919.00,3239.00,991.00,12250.00,12009.00,41.00,67.00,48.00,9.00,16.00,69.00,46.00,0.00,15.00,23.00,20.00,67.00,39.00,347.00,1086.00,2109.00
Chickasaw,8.80,2015.00,2736.00,1919.00,3239.00,991.00,12152.00,12009.00,41.00,67.00,48.00,9.00,16.00,69.00,46.00,0.00,15.00,23.00,20.00,67.00,39.00,347.00,1086.00,2109.00
Clarke,16.40,2012.00,1957.00,1462.00,2186.00,1146.00,9339.00,8910.00,203.00,13.00,18.00,0.00,13.00,42.00,39.00,0.00,13.00,247.00,204.00,68.00,76.00,219.00,650.00,1497.00
Clarke,16.40,2013.00,1957.00,1462.00,2186.00,1146.00,9244.00,8910.00,203.00,13.00,18.00,0.00,13.00,42.00,39.00,0.00,13.00,247.00,204.00,68.00,76.00,219.00,650.00,1497.00
Clarke,16.40,2014.00,1957.00,1462.00,2186.00,1146.00,9192.00,8910.00,203.00,13.00,18.00,0.00,13.00,42.00,39.00,0.00,13.00,247.00,204.00,68.00,76.00,219.00,650.00,1497.00
Clarke,16.40,2015.00,1957.00,1462.00,2186.00,1146.00,9213.00,8910.00,203.00,13.00,18.00,0.00,13.00,42.00,39.00,0.00,13.00,247.00,204.00,68.00,76.00,219.00,650.00,1497.00
Clay,11.50,2012.00,3478.00,2839.00,4357.00,1723.00,16540.00,15857.00,128.00,118.00,105.00,18.00,22.00,29.00,29.00,63.00,62.00,200.00,171.00,252.00,121.00,494.00,1163.00,2887.00
Clay,11.50,2013.00,3478.00,2839.00,4357.00,1723.00,16440.00,15857.00,128.00,118.00,105.00,18.00,22.00,29.00,29.00,63.00,62.00,200.00,171.00,252.00,121.00,494.00,1163.00,2887.00
Clay,11.50,2014.00,3478.00,2839.00,4357.00,1723.00,16483.00,15857.00,128.00,118.00,105.00,18.00,22.00,29.00,29.00,63.00,62.00,200.00,171.00,252.00,121.00,494.00,1163.00,2887.00
Clay,11.50,2015.00,3478.00,2839.00,4357.00,1723.00,16498.00,15857.00,128.00,118.00,105.00,18.00,22.00,29.00,29.00,63.00,62.00,200.00,171.00,252.00,121.00,494.00,1163.00,2887.00
Clayton,11.10,2012.00,4001.00,2744.00,5002.00,1568.00,17947.00,17384.00,66.00,166.00,19.00,9.00,12.00,56.00,23.00,0.00,15.00,12.00,14.00,179.00,67.00,419.00,1424.00,3173.00
Clayton,11.10,2013.00,4001.00,2744.00,5002.00,1568.00,17793.00,17384.00,66.00,166.00,19.00,9.00,12.00,56.00,23.00,0.00,15.00,12.00,14.00,179.00,67.00,419.00,1424.00,3173.00
Clayton,11.10,2014.00,4001.00,2744.00,5002.00,1568.00,17771.00,17384.00,66.00,166.00,19.00,9.00,12.00,56.00,23.00,0.00,15.00,12.00,14.00,179.00,67.00,419.00,1424.00,3173.00
Clayton,11.10,2015.00,4001.00,2744.00,5002.00,1568.00,17726.00,17384.00,66.00,166.00,19.00,9.00,12.00,56.00,23.00,0.00,15.00,12.00,14.00,179.00,67.00,419.00,1424.00,3173.00
Clinton,13.90,2012.00,10740.00,8184.00,11724.00,5008.00,48711.00,45280.00,170.00,1352.00,170.00,197.00,44.00,322.00,50.00,0.00,20.00,285.00,162.00,929.00,228.00,1827.00,3698.00,7368.00
Clinton,13.90,2013.00,10740.00,8184.00,11724.00,5008.00,48297.00,45280.00,170.00,1352.00,170.00,197.00,44.00,322.00,50.00,0.00,20.00,285.00,162.00,929.00,228.00,1827.00,3698.00,7368.00
Clinton,13.90,2014.00,10740.00,8184.00,11724.00,5008.00,47921.00,45280.00,170.00,1352.00,170.00,197.00,44.00,322.00,50.00,0.00,20.00,285.00,162.00,929.00,228.00,1827.00,3698.00,7368.00
Clinton,13.90,2015.00,10740.00,8184.00,11724.00,5008.00,47593.00,45280.00,170.00,1352.00,170.00,197.00,44.00,322.00,50.00,0.00,20.00,285.00,162.00,929.00,228.00,1827.00,3698.00,7368.00
Crawford,19.80,2012.00,3625.00,2828.00,3881.00,1699.00,17292.00,15790.00,396.00,209.00,191.00,148.00,102.00,54.00,48.00,31.00,45.00,616.00,323.00,404.00,196.00,407.00,1490.00,2552.00
Crawford,19.80,2013.00,3625.00,2828.00,3881.00,1699.00,17351.00,15790.00,396.00,209.00,191.00,148.00,102.00,54.00,48.00,31.00,45.00,616.00,323.00,404.00,196.00,407.00,1490.00,2552.00
Crawford,19.80,2014.00,3625.00,2828.00,3881.00,1699.00,17156.00,15790.00,396.00,209.00,191.00,148.00,102.00,54.00,48.00,31.00,45.00,616.00,323.00,404.00,196.00,407.00,1490.00,2552.00
Crawford,19.80,2015.00,3625.00,2828.00,3881.00,1699.00,17069.00,15790.00,396.00,209.00,191.00,148.00,102.00,54.00,48.00,31.00,45.00,616.00,323.00,404.00,196.00,407.00,1490.00,2552.00
Dallas,6.50,2012.00,13680.00,17759.00,11956.00,8248.00,72248.00,68894.00,356.00,843.00,166.00,50.00,32.00,2551.00,166.00,68.00,71.00,926.00,355.00,1560.00,235.00,6232.00,2894.00,10751.00
Dallas,6.50,2013.00,13680.00,17759.00,11956.00,8248.00,74968.00,68894.00,356.00,843.00,166.00,50.00,32.00,2551.00,166.00,68.00,71.00,926.00,355.00,1560.00,235.00,6232.00,2894.00,10751.00
Dallas,6.50,2014.00,13680.00,17759.00,11956.00,8248.00,77758.00,68894.00,356.00,843.00,166.00,50.00,32.00,2551.00,166.00,68.00,71.00,926.00,355.00,1560.00,235.00,6232.00,2894.00,10751.00
Dallas,6.50,2015.00,13680.00,17759.00,11956.00,8248.00,80658.00,68894.00,356.00,843.00,166.00,50.00,32.00,2551.00,166.00,68.00,71.00,926.00,355.00,1560.00,235.00,6232.00,2894.00,10751.00
Davis,19.30,2012.00,1687.00,1385.00,2055.00,828.00,8705.00,8612.00,13.00,18.00,18.00,0.00,13.00,27.00,10.00,0.00,13.00,0.00,13.00,85.00,22.00,238.00,681.00,1338.00
Davis,19.30,2013.00,1687.00,1385.00,2055.00,828.00,8767.00,8612.00,13.00,18.00,18.00,0.00,13.00,27.00,10.00,0.00,13.00,0.00,13.00,85.00,22.00,238.00,681.00,1338.00
Davis,19.30,2014.00,1687.00,1385.00,2055.00,828.00,8755.00,8612.00,13.00,18.00,18.00,0.00,13.00,27.00,10.00,0.00,13.00,0.00,13.00,85.00,22.00,238.00,681.00,1338.00
Davis,19.30,2015.00,1687.00,1385.00,2055.00,828.00,8774.00,8612.00,13.00,18.00,18.00,0.00,13.00,27.00,10.00,0.00,13.00,0.00,13.00,85.00,22.00,238.00,681.00,1338.00
Decatur,20.60,2012.00,1420.00,1189.00,2078.00,974.00,8241.00,7875.00,24.00,139.00,30.00,42.00,13.00,58.00,26.00,13.00,16.00,11.00,15.00,111.00,43.00,102.00,788.00,1151.00
Decatur,20.60,2013.00,1420.00,1189.00,2078.00,974.00,8223.00,7875.00,24.00,139.00,30.00,42.00,13.00,58.00,26.00,13.00,16.00,11.00,15.00,111.00,43.00,102.00,788.00,1151.00
Decatur,20.60,2014.00,1420.00,1189.00,2078.00,974.00,8216.00,7875.00,24.00,139.00,30.00,42.00,13.00,58.00,26.00,13.00,16.00,11.00,15.00,111.00,43.00,102.00,788.00,1151.00
Decatur,20.60,2015.00,1420.00,1189.00,2078.00,974.00,8145.00,7875.00,24.00,139.00,30.00,42.00,13.00,58.00,26.00,13.00,16.00,11.00,15.00,111.00,43.00,102.00,788.00,1151.00
Delaware,10.00,2012.00,3976.00,2888.00,4338.00,1408.00,17568.00,17202.00,51.00,39.00,43.00,3.00,4.00,59.00,12.00,0.00,15.00,7.00,8.00,197.00,66.00,698.00,1174.00,3130.00
Delaware,10.00,2013.00,3976.00,2888.00,4338.00,1408.00,17475.00,17202.00,51.00,39.00,43.00,3.00,4.00,59.00,12.00,0.00,15.00,7.00,8.00,197.00,66.00,698.00,1174.00,3130.00
Delaware,10.00,2014.00,3976.00,2888.00,4338.00,1408.00,17397.00,17202.00,51.00,39.00,43.00,3.00,4.00,59.00,12.00,0.00,15.00,7.00,8.00,197.00,66.00,698.00,1174.00,3130.00
Delaware,10.00,2015.00,3976.00,2888.00,4338.00,1408.00,17395.00,17202.00,51.00,39.00,43.00,3.00,4.00,59.00,12.00,0.00,15.00,7.00,8.00,197.00,66.00,698.00,1174.00,3130.00
Des Moines,15.20,2012.00,8557.00,7120.00,10192.00,3856.00,40247.00,36545.00,92.00,2194.00,192.00,45.00,54.00,252.00,69.00,0.00,20.00,128.00,75.00,1044.00,218.00,1130.00,3460.00,6162.00
Des Moines,15.20,2013.00,8557.00,7120.00,10192.00,3856.00,40421.00,36545.00,92.00,2194.00,192.00,45.00,54.00,252.00,69.00,0.00,20.00,128.00,75.00,1044.00,218.00,1130.00,3460.00,6162.00
Des Moines,15.20,2014.00,8557.00,7120.00,10192.00,3856.00,40127.00,36545.00,92.00,2194.00,192.00,45.00,54.00,252.00,69.00,0.00,20.00,128.00,75.00,1044.00,218.00,1130.00,3460.00,6162.00
Des Moines,15.20,2015.00,8557.00,7120.00,10192.00,3856.00,39909.00,36545.00,92.00,2194.00,192.00,45.00,54.00,252.00,69.00,0.00,20.00,128.00,75.00,1044.00,218.00,1130.00,3460.00,6162.00
Dickinson,6.60,2012.00,3563.00,2727.00,5545.00,1544.00,16929.00,16583.00,63.00,52.00,23.00,23.00,25.00,39.00,38.00,33.00,45.00,30.00,38.00,207.00,82.00,1000.00,941.00,3221.00
Dickinson,6.60,2013.00,3563.00,2727.00,5545.00,1544.00,16883.00,16583.00,63.00,52.00,23.00,23.00,25.00,39.00,38.00,33.00,45.00,30.00,38.00,207.00,82.00,1000.00,941.00,3221.00
Dickinson,6.60,2014.00,3563.00,2727.00,5545.00,1544.00,16845.00,16583.00,63.00,52.00,23.00,23.00,25.00,39.00,38.00,33.00,45.00,30.00,38.00,207.00,82.00,1000.00,941.00,3221.00
Dickinson,6.60,2015.00,3563.00,2727.00,5545.00,1544.00,17009.00,16583.00,63.00,52.00,23.00,23.00,25.00,39.00,38.00,33.00,45.00,30.00,38.00,207.00,82.00,1000.00,941.00,3221.00
Dubuque,12.20,2012.00,19869.00,16431.00,21284.00,11109.00,95183.00,89788.00,218.00,1862.00,272.00,91.00,62.00,1273.00,108.00,300.00,21.00,210.00,147.00,2382.00,341.00,3311.00,5725.00,15778.00
Dubuque,12.20,2013.00,19869.00,16431.00,21284.00,11109.00,95990.00,89788.00,218.00,1862.00,272.00,91.00,62.00,1273.00,108.00,300.00,21.00,210.00,147.00,2382.00,341.00,3311.00,5725.00,15778.00
Dubuque,12.20,2014.00,19869.00,16431.00,21284.00,11109.00,96544.00,89788.00,218.00,1862.00,272.00,91.00,62.00,1273.00,108.00,300.00,21.00,210.00,147.00,2382.00,341.00,3311.00,5725.00,15778.00
Dubuque,12.20,2015.00,19869.00,16431.00,21284.00,11109.00,96934.00,89788.00,218.00,1862.00,272.00,91.00,62.00,1273.00,108.00,300.00,21.00,210.00,147.00,2382.00,341.00,3311.00,5725.00,15778.00
